bifurcation_parameter	HH	HL	LH	LL	
2.93	915	0	0.995628	0.00437158	0	
2.93	931	0	0.998926	0.00107411	0	
2.93	922	0	0.994577	0.00542299	0	
2.93	908	0	0.996696	0.00330396	0	
2.93	930	0	0.998925	0.00107527	0	
2.93	924	0	0.996753	0.00324675	0	
2.93	920	0	0.993478	0.00652174	0	
2.93	931	0	0.997852	0.00214823	0	
2.93	926	0	0.993521	0.00647948	0	
2.92	917	0	0.991276	0.0087241	0	
2.92	928	0	0.996767	0.00323276	0	
2.92	929	0	0.994618	0.00538213	0	
2.92	926	0	0.988121	0.011879	0	
2.92	937	0	0.990395	0.00960512	0	
2.92	930	0	0.991398	0.00860215	0	
2.92	937	0	0.98826	0.0117396	0	
2.92	914	0	0.992341	0.00765864	0	
2.92	925	0	0.995676	0.00432432	0	
2.92	926	0	0.99676	0.00323974	0	
2.91	923	0	0.992416	0.00758397	0	
2.91	929	0	0.993541	0.00645856	0	
2.91	920	0	0.993478	0.00652174	0	
2.91	916	0	0.99345	0.00655022	0	
2.91	922	0	0.992408	0.00759219	0	
2.91	915	0	0.996721	0.00327869	0	
2.91	917	0	0.994547	0.00545256	0	
2.91	917	0	0.991276	0.0087241	0	
2.91	902	0	0.993348	0.00665188	0	
2.91	931	0	0.989259	0.0107411	0	
2.9	922	0	0.992408	0.00759219	0	
2.9	914	0	0.99453	0.00547046	0	
2.9	914	0	0.989059	0.0109409	0	
2.9	920	0	0.991304	0.00869565	0	
2.9	914	0	0.997812	0.00218818	0	
2.9	929	0	0.991389	0.00861141	0	
2.9	929	0	0.988159	0.0118407	0	
2.9	905	0	0.994475	0.00552486	0	
2.9	931	0	0.992481	0.0075188	0	
2.9	925	0	0.993514	0.00648649	0	
2.89	928	0	0.993534	0.00646552	0	
2.89	921	0	0.990228	0.00977199	0	
2.89	919	0	0.989119	0.0108814	0	
2.89	916	0	0.990175	0.00982533	0	
2.89	913	0	0.995619	0.00438116	0	
2.89	925	0	0.99027	0.00972973	0	
2.89	923	0	0.992416	0.00758397	0	
2.89	940	0	0.991489	0.00851064	0	
2.89	925	0	0.992432	0.00756757	0	
2.89	931	0	0.986037	0.0139635	0	
2.88	931	0	0.992481	0.0075188	0	
2.88	910	0	0.989011	0.010989	0	
2.88	922	0	0.983731	0.016269	0	
2.88	915	0	0.993443	0.00655738	0	
2.88	925	0	0.984865	0.0151351	0	
2.88	932	0	0.994635	0.00536481	0	
2.88	925	0	0.989189	0.0108108	0	
2.88	917	0	0.988004	0.0119956	0	
2.88	925	0	0.991351	0.00864865	0	
2.88	927	0	0.993528	0.00647249	0	
2.87	921	0	0.985885	0.0141151	0	
2.87	937	0	0.989328	0.0106724	0	
2.87	919	0	0.986942	0.0130577	0	
2.87	913	0	0.987952	0.0120482	0	
2.87	919	0	0.993471	0.00652884	0	
2.87	920	0	0.991304	0.00869565	0	
2.87	913	0	0.990142	0.00985761	0	
2.87	921	0	0.991314	0.00868621	0	
2.87	930	0	0.991398	0.00860215	0	
2.87	938	0	0.990405	0.00959488	0	
2.86	921	0	0.986971	0.0130293	0	
2.86	938	0	0.990405	0.00959488	0	
2.86	940	0	0.989362	0.0106383	0	
2.86	921	0	0.984799	0.0152009	0	
2.86	921	0	0.986971	0.0130293	0	
2.86	943	0	0.988335	0.0116649	0	
2.86	924	0	0.988095	0.0119048	0	
2.86	927	0	0.987055	0.012945	0	
2.86	945	0	0.991534	0.00846561	0	
2.86	909	0	0.990099	0.00990099	0	
2.85	920	0	0.988043	0.0119565	0	
2.85	933	0	0.990354	0.0096463	0	
2.85	919	0	0.991295	0.00870511	0	
2.85	933	0	0.978564	0.0214362	0	
2.85	914	0	0.984683	0.0153173	0	
2.85	936	0	0.981838	0.0181624	0	
2.85	920	0	0.980435	0.0195652	0	
2.85	927	0	0.988134	0.0118662	0	
2.85	908	0	0.980176	0.0198238	0	
2.85	923	0	0.981582	0.0184182	0	
2.84	912	0	0.975877	0.0241228	0	
2.84	925	0	0.983784	0.0162162	0	
2.84	922	0	0.981562	0.0184382	0	
2.84	929	0	0.982777	0.0172228	0	
2.84	933	0	0.98821	0.0117899	0	
2.84	933	0	0.987138	0.0128617	0	
2.84	917	0	0.980371	0.0196292	0	
2.84	928	0	0.988147	0.0118534	0	
2.84	933	0	0.989282	0.0107181	0	
2.84	917	0	0.988004	0.0119956	0	
2.83	923	0	0.982665	0.0173348	0	
2.83	918	0	0.978214	0.0217865	0	
2.83	926	0	0.985961	0.0140389	0	
2.83	906	0	0.988962	0.0110375	0	
2.83	930	0	0.978495	0.0215054	0	
2.83	937	0	0.986126	0.0138741	0	
2.83	927	0	0.978425	0.021575	0	
2.83	930	0	0.986022	0.0139785	0	
2.83	945	0	0.980952	0.0190476	0	
2.83	924	0	0.984848	0.0151515	0	
2.82	928	0	0.982759	0.0172414	0	
2.82	925	0	0.979459	0.0205405	0	
2.82	929	0	0.981701	0.0182992	0	
2.82	936	0	0.982906	0.017094	0	
2.82	937	0	0.981857	0.018143	0	
2.82	935	0	0.983957	0.0160428	0	
2.82	919	0	0.977149	0.0228509	0	
2.82	929	0	0.980624	0.0193757	0	
2.82	924	0	0.972944	0.0270563	0	
2.82	906	0	0.98234	0.01766	0	
2.81	914	0	0.979212	0.0207877	0	
2.81	927	0	0.976268	0.0237325	0	
2.81	912	0	0.98136	0.0186404	0	
2.81	927	0	0.980583	0.0194175	0	
2.81	908	0	0.976872	0.0231278	0	
2.81	915	0	0.971585	0.0284153	0	
2.81	914	0	0.977024	0.0229759	0	
2.81	914	0	0.973742	0.0262582	0	
2.81	921	0	0.978284	0.0217155	0	
2.81	918	0	0.974946	0.0250545	0	
2.8	919	0	0.98259	0.0174102	0	
2.8	928	0	0.978448	0.0215517	0	
2.8	918	0	0.974946	0.0250545	0	
2.8	934	0	0.978587	0.0214133	0	
2.8	921	0	0.977199	0.0228013	0	
2.8	923	0	0.981582	0.0184182	0	
2.8	920	0	0.979348	0.0206522	0	
2.8	924	0	0.979437	0.0205628	0	
2.8	932	0	0.98176	0.0182403	0	
2.8	906	0	0.980132	0.0198675	0	
2.79	920	0	0.972826	0.0271739	0	
2.79	929	0	0.977395	0.022605	0	
2.79	905	0	0.977901	0.0220994	0	
2.79	934	0	0.974304	0.0256959	0	
2.79	923	0	0.980498	0.0195016	0	
2.79	918	0	0.980392	0.0196078	0	
2.79	921	0	0.980456	0.019544	0	
2.79	924	0	0.978355	0.021645	0	
2.79	906	0	0.985651	0.0143488	0	
2.79	922	0	0.980477	0.0195228	0	
2.78	911	0	0.978046	0.0219539	0	
2.78	924	0	0.989177	0.0108225	0	
2.78	919	0	0.98259	0.0174102	0	
2.78	938	0	0.978678	0.021322	0	
2.78	920	0	0.981522	0.0184783	0	
2.78	923	0	0.971831	0.028169	0	
2.78	912	0	0.98136	0.0186404	0	
2.78	937	0	0.965848	0.0341515	0	
2.78	904	0	0.971239	0.0287611	0	
2.78	916	0	0.982533	0.0174672	0	
2.77	925	0	0.975135	0.0248649	0	
2.77	923	0	0.975081	0.0249187	0	
2.77	922	0	0.979393	0.0206074	0	
2.77	926	0	0.977322	0.0226782	0	
2.77	930	0	0.976344	0.0236559	0	
2.77	927	0	0.968716	0.0312837	0	
2.77	914	0	0.974836	0.0251641	0	
2.77	926	0	0.981641	0.0183585	0	
2.77	920	0	0.970652	0.0293478	0	
2.77	921	0	0.976113	0.0238871	0	
2.76	930	0	0.975269	0.0247312	0	
2.76	931	0	0.98174	0.0182599	0	
2.76	922	0	0.97397	0.0260304	0	
2.76	938	0	0.970149	0.0298507	0	
2.76	919	0	0.979325	0.0206746	0	
2.76	917	0	0.982552	0.0174482	0	
2.76	916	0	0.971616	0.0283843	0	
2.76	927	0	0.970874	0.0291262	0	
2.76	931	0	0.980666	0.019334	0	
2.76	921	0	0.97937	0.0206298	0	
2.75	926	0	0.973002	0.0269978	0	
2.75	939	0	0.979766	0.0202343	0	
2.75	926	0	0.981641	0.0183585	0	
2.75	914	0	0.974836	0.0251641	0	
2.75	937	0	0.978655	0.0213447	0	
2.75	930	0	0.975269	0.0247312	0	
2.75	911	0	0.976948	0.0230516	0	
2.75	936	0	0.974359	0.025641	0	
2.75	927	0	0.975189	0.0248112	0	
2.75	931	0	0.98174	0.0182599	0	
2.74	918	0	0.966231	0.0337691	0	
2.74	922	0	0.980477	0.0195228	0	
2.74	927	0	0.989213	0.0107875	0	
2.74	937	0	0.975454	0.0245464	0	
2.74	933	0	0.975348	0.0246517	0	
2.74	924	0	0.980519	0.0194805	0	
2.74	920	0	0.977174	0.0228261	0	
2.74	928	0	0.976293	0.0237069	0	
2.74	930	0	0.977419	0.0225806	0	
2.74	926	0	0.975162	0.024838	0	
2.73	922	0	0.976139	0.0238612	0	
2.73	933	0	0.979636	0.0203644	0	
2.73	925	0	0.971892	0.0281081	0	
2.73	920	0	0.981522	0.0184783	0	
2.73	931	0	0.976369	0.0236305	0	
2.73	934	0	0.982869	0.0171306	0	
2.73	938	0	0.97548	0.0245203	0	
2.73	916	0	0.972707	0.0272926	0	
2.73	935	0	0.982888	0.0171123	0	
2.73	932	0	0.977468	0.0225322	0	
2.72	913	0	0.975904	0.0240964	0	
2.72	934	0	0.974304	0.0256959	0	
2.72	941	0	0.974495	0.0255048	0	
2.72	928	0	0.974138	0.0258621	0	
2.72	919	0	0.983678	0.0163221	0	
2.72	921	0	0.978284	0.0217155	0	
2.72	924	0	0.975108	0.0248918	0	
2.72	920	0	0.973913	0.026087	0	
2.72	923	0	0.977248	0.0227519	0	
2.72	922	0	0.968547	0.0314534	0	
2.71	939	0	0.972311	0.027689	0	
2.71	920	0	0.975	0.025	0	
2.71	918	0	0.965142	0.0348584	0	
2.71	924	0	0.978355	0.021645	0	
2.71	926	0	0.968683	0.0313175	0	
2.71	912	0	0.969298	0.0307018	0	
2.71	904	0	0.975664	0.0243363	0	
2.71	936	0	0.965812	0.034188	0	
2.71	935	0	0.966845	0.0331551	0	
2.71	920	0	0.975	0.025	0	
2.7	935	0	0.980749	0.0192513	0	
2.7	948	0	0.96519	0.0348101	0	
2.7	921	0	0.969598	0.0304017	0	
2.7	919	0	0.97062	0.0293798	0	
2.7	927	0	0.969795	0.030205	0	
2.7	920	0	0.972826	0.0271739	0	
2.7	931	0	0.974221	0.0257787	0	
2.7	929	0	0.968784	0.0312164	0	
2.7	918	0	0.973856	0.0261438	0	
2.7	922	0	0.969631	0.0303688	0	
2.69	921	0	0.97937	0.0206298	0	
2.69	926	0	0.968683	0.0313175	0	
2.69	917	0	0.970556	0.0294438	0	
2.69	920	0	0.978261	0.0217391	0	
2.69	918	0	0.979303	0.0206972	0	
2.69	927	0	0.97411	0.02589	0	
2.69	932	0	0.975322	0.0246781	0	
2.69	927	0	0.977346	0.0226537	0	
2.69	936	0	0.971154	0.0288462	0	
2.69	926	0	0.965443	0.0345572	0	
2.68	924	0	0.971861	0.0281385	0	
2.68	924	0	0.961039	0.038961	0	
2.68	930	0	0.973118	0.0268817	0	
2.68	931	0	0.962406	0.037594	0	
2.68	926	0	0.966523	0.0334773	0	
2.68	939	0	0.970181	0.029819	0	
2.68	942	0	0.967091	0.0329087	0	
2.68	919	0	0.97062	0.0293798	0	
2.68	921	0	0.978284	0.0217155	0	
2.68	934	0	0.961456	0.0385439	0	
2.67	926	0	0.970842	0.0291577	0	
2.67	926	0	0.971922	0.0280778	0	
2.67	922	0	0.972885	0.027115	0	
2.67	944	0	0.971398	0.0286017	0	
2.67	935	0	0.958289	0.0417112	0	
2.67	917	0	0.967285	0.0327154	0	
2.67	917	0	0.974918	0.0250818	0	
2.67	937	0	0.951974	0.0480256	0	
2.67	936	0	0.962607	0.0373932	0	
2.67	925	0	0.970811	0.0291892	0	
2.66	912	0	0.966009	0.0339912	0	
2.66	934	0	0.963597	0.0364026	0	
2.66	939	0	0.959531	0.0404686	0	
2.66	928	0	0.962284	0.0377155	0	
2.66	913	0	0.973713	0.026287	0	
2.66	933	0	0.962487	0.0375134	0	
2.66	933	0	0.974277	0.0257235	0	
2.66	926	0	0.960043	0.0399568	0	
2.66	933	0	0.967846	0.0321543	0	
2.66	925	0	0.966486	0.0335135	0	
2.65	928	0	0.96875	0.03125	0	
2.65	939	0	0.972311	0.027689	0	
2.65	923	0	0.968581	0.0314193	0	
2.65	921	0	0.973941	0.0260586	0	
2.65	923	0	0.973998	0.0260022	0	
2.65	924	0	0.977273	0.0227273	0	
2.65	928	0	0.971983	0.0280172	0	
2.65	924	0	0.967532	0.0324675	0	
2.65	925	0	0.970811	0.0291892	0	
2.65	914	0	0.978118	0.0218818	0	
2.64	936	0	0.972222	0.0277778	0	
2.64	938	0	0.969083	0.0309168	0	
2.64	922	0	0.963124	0.0368764	0	
2.64	938	0	0.972281	0.0277186	0	
2.64	928	0	0.967672	0.0323276	0	
2.64	921	0	0.975027	0.0249729	0	
2.64	932	0	0.968884	0.0311159	0	
2.64	926	0	0.964363	0.0356371	0	
2.64	936	0	0.976496	0.0235043	0	
2.64	923	0	0.967497	0.0325027	0	
2.63	926	0	0.956803	0.0431965	0	
2.63	938	0	0.960554	0.0394456	0	
2.63	928	0	0.970905	0.0290948	0	
2.63	925	0	0.957838	0.0421622	0	
2.63	921	0	0.969598	0.0304017	0	
2.63	927	0	0.967638	0.0323625	0	
2.63	934	0	0.960385	0.0396146	0	
2.63	919	0	0.955386	0.0446137	0	
2.63	923	0	0.973998	0.0260022	0	
2.63	932	0	0.953863	0.0461373	0	
2.62	939	0	0.970181	0.029819	0	
2.62	924	0	0.970779	0.0292208	0	
2.62	931	0	0.964554	0.0354458	0	
2.62	922	0	0.952278	0.0477223	0	
2.62	935	0	0.962567	0.0374332	0	
2.62	929	0	0.960172	0.0398278	0	
2.62	925	0	0.954595	0.0454054	0	
2.62	921	0	0.965255	0.0347448	0	
2.62	943	0	0.960764	0.0392365	0	
2.62	945	0	0.969312	0.0306878	0	
2.61	941	0	0.963868	0.0361318	0	
2.61	927	0	0.96548	0.03452	0	
2.61	945	0	0.971429	0.0285714	0	
2.61	944	0	0.959746	0.0402542	0	
2.61	929	0	0.966631	0.0333692	0	
2.61	934	0	0.959315	0.0406852	0	
2.61	928	0	0.957974	0.0420259	0	
2.61	927	0	0.969795	0.030205	0	
2.61	944	0	0.973517	0.0264831	0	
2.61	929	0	0.973089	0.0269107	0	
2.6	940	0	0.97234	0.0276596	0	
2.6	947	0	0.976769	0.0232313	0	
2.6	923	0	0.972914	0.0270856	0	
2.6	945	0	0.960847	0.0391534	0	
2.6	938	0	0.965885	0.0341151	0	
2.6	931	0	0.957035	0.0429646	0	
2.6	929	0	0.966631	0.0333692	0	
2.6	940	0	0.96383	0.0361702	0	
2.6	937	0	0.970117	0.0298826	0	
2.6	943	0	0.966066	0.0339343	0	
2.59	937	0	0.960512	0.0394877	0	
2.59	938	0	0.959488	0.0405117	0	
2.59	943	0	0.959703	0.0402969	0	
2.59	937	0	0.975454	0.0245464	0	
2.59	924	0	0.953463	0.0465368	0	
2.59	925	0	0.957838	0.0421622	0	
2.59	937	0	0.974386	0.0256137	0	
2.59	927	0	0.971953	0.0280475	0	
2.59	928	0	0.970905	0.0290948	0	
2.59	927	0	0.967638	0.0323625	0	
2.58	913	0	0.967141	0.0328587	0	
2.58	936	0	0.944444	0.0555556	0	
2.58	927	0	0.954693	0.0453074	0	
2.58	937	0	0.967983	0.0320171	0	
2.58	934	0	0.952891	0.0471092	0	
2.58	922	0	0.962039	0.037961	0	
2.58	943	0	0.956522	0.0434783	0	
2.58	937	0	0.970117	0.0298826	0	
2.58	938	0	0.968017	0.0319829	0	
2.58	939	0	0.964856	0.0351438	0	
2.57	923	0	0	1	0	
2.57	928	0	0	1	0	
2.57	937	0	0	1	0	
2.57	939	0	0	1	0	
2.57	939	0	0	1	0	
2.57	920	0	0	1	0	
2.57	926	0	0	1	0	
2.57	942	0	0	1	0	
2.57	953	0	0	1	0	
2.57	932	0	0	1	0	
2.56	940	0	0	1	0	
2.56	935	0	0	1	0	
2.56	938	0	0	1	0	
2.56	948	0	0	1	0	
2.56	921	0	0	1	0	
2.56	922	0	0	1	0	
2.56	943	0	0	1	0	
2.56	930	0	0	1	0	
2.56	936	0	0	1	0	
2.56	937	0	0	1	0	
2.55	933	0	0	1	0	
2.55	936	0	0	1	0	
2.55	934	0	0	1	0	
2.55	923	0	0	1	0	
2.55	937	0	0	1	0	
2.55	939	0	0	1	0	
2.55	927	0	0	1	0	
2.55	926	0	0	1	0	
2.55	939	0	0	1	0	
2.55	943	0	0	1	0	
2.54	929	0	0	1	0	
2.54	935	0	0	1	0	
2.54	928	0	0	1	0	
2.54	932	0	0	1	0	
2.54	930	0	0	1	0	
2.54	935	0	0	1	0	
2.54	929	0	0	1	0	
2.54	934	0	0	1	0	
2.54	930	0	0	1	0	
2.54	941	0	0	1	0	
2.53	951	0	0	1	0	
2.53	933	0	0	1	0	
2.53	937	0	0	1	0	
2.53	935	0	0	1	0	
2.53	941	0	0	1	0	
2.53	942	0	0	1	0	
2.53	937	0	0	1	0	
2.53	936	0	0	1	0	
2.53	932	0	0	1	0	
2.53	935	0	0	1	0	
2.52	938	0	0	1	0	
2.52	943	0	0	1	0	
2.52	936	0	0	1	0	
2.52	914	0	0	1	0	
2.52	935	0	0	1	0	
2.52	950	0	0	1	0	
2.52	928	0	0	1	0	
2.52	929	0	0	1	0	
2.52	931	0	0	1	0	
2.52	936	0	0	1	0	
2.51	933	0	0	1	0	
2.51	934	0	0	1	0	
2.51	933	0	0	1	0	
2.51	922	0	0	1	0	
2.51	928	0	0	1	0	
2.51	932	0	0	1	0	
2.51	917	0	0	1	0	
2.51	928	0	0	1	0	
2.51	916	0	0	1	0	
2.51	937	0	0	1	0	
2.5	924	0	0	1	0	
2.5	931	0	0	1	0	
2.5	928	0	0	1	0	
2.5	933	0	0	1	0	
2.5	929	0	0	1	0	
2.5	929	0	0	1	0	
2.5	929	0	0	1	0	
2.5	934	0	0	1	0	
2.5	945	0	0	1	0	
2.5	928	0	0	1	0	
