index_no	uid	no_of_states	HH	HL	LH	LL	
69	2174	3	0.286	0.126	0.588	0	
70	2213	3	0	0.69	0.31	0	
71	2216	3	0.178	0.144	0.678	0	
72	2221	3	0.249	0.612	0.139	0	
73	2315	3	0.269	0.546	0.185	0	
74	2341	3	0.293	0.241	0.466	0	
75	2391	3	0.342	0.393	0.265	0	
76	2477	3	0.391	0.135	0.474	0	
77	2503	3	0.449	0.164	0.387	0	
78	2574	3	0.537	0.167	0.296	0	
79	2641	3	0.264	0.454	0.282	0	
80	2664	3	0	0.321	0.679	0	
81	2665	3	0.084	0.196	0.72	0	
82	2675	3	0	0.265	0.735	0	
83	2683	3	0.256	0.281	0.463	0	
84	2751	3	0	0.337	0.663	0	
85	2762	3	0.312	0.127	0.561	0	
86	2763	3	0.168	0.217	0.615	0	
87	2770	3	0.25	0.174	0.576	0	
88	2812	3	0.141	0.163	0.696	0	
89	2858	3	0	0.738	0.262	0	
90	2878	3	0.492	0.123	0.385	0	
91	2905	3	0.51	0.134	0.356	0	
92	2940	3	0.022	0.163	0.815	0	
93	2942	3	0	0.147	0.853	0	
94	2951	3	0.318	0.242	0.44	0	
95	2983	3	0.108	0.24	0.652	0	
96	2988	3	0.403	0.398	0.199	0	
97	3034	3	0.17	0.092	0.738	0	
98	3040	3	0.117	0.818	0.065	0	
99	3049	3	0.269	0.608	0.123	0	
100	3059	3	0.203	0.207	0.59	0	
101	3085	3	0.405	0.217	0.378	0	
102	3099	3	0.364	0.111	0.525	0	
103	3100	3	0.209	0.64	0.151	0	
104	3133	3	0.173	0.367	0.46	0	
105	3147	3	0	0.782	0.218	0	
106	3181	3	0.275	0.49	0.235	0	
107	3188	3	0.421	0.444	0.135	0	
108	3199	3	0	0.582	0.418	0	
109	3208	3	0.122	0.246	0.632	0	
110	3236	3	0	0.521	0.479	0	
111	3314	3	0	0.147	0.853	0	
112	3332	3	0.478	0.185	0.337	0	
113	3389	3	0	0.414	0.508	0.078	
114	3392	3	0.165	0.207	0.628	0	
115	3400	3	0.428	0.433	0.139	0	
116	3456	3	0	0.235	0.765	0	
117	3505	3	0.316	0.252	0.432	0	
118	3522	3	0.428	0.221	0.351	0	
119	3564	3	0	0.124	0.876	0	
120	3592	3	0.555	0.21	0.235	0	
121	3622	3	0	0.471	0.529	0	
122	3629	3	0.395	0.325	0.28	0	
123	3633	3	0.246	0.599	0.155	0	
124	3703	3	0.508	0.373	0.119	0	
125	3711	3	0.304	0.165	0.531	0	
126	3724	3	0	0.834	0.166	0	
127	3727	3	0.046	0.311	0.643	0	
128	3729	3	0.312	0.301	0.387	0	
129	3798	3	0	0.372	0.628	0	
130	3812	3	0.448	0.265	0.287	0	
131	3828	3	0.391	0.424	0.185	0	
132	3873	3	0	0.242	0.758	0	
133	3975	3	0.225	0.645	0.13	0	
134	3978	3	0.47	0.233	0.297	0	
135	3985	3	0.254	0.521	0.225	0	
136	4120	3	0.459	0.189	0.352	0	
137	4138	3	0	0.435	0.565	0	
138	4143	3	0.609	0.265	0.126	0	
139	4153	3	0.38	0.399	0.221	0	
140	4156	3	0	0.271	0.729	0	
141	4180	3	0.108	0.795	0.097	0	
142	4185	3	0.467	0.284	0.249	0	
143	4191	3	0	0.169	0.831	0	
144	4257	3	0.304	0.281	0.415	0	
145	4295	3	0.334	0.239	0.427	0	
146	4298	3	0.283	0.379	0.338	0	
147	4409	3	0.512	0.225	0.263	0	
148	4426	3	0	0.561	0.439	0	
149	4457	3	0.316	0.49	0.194	0	
150	4473	3	0.179	0.214	0.607	0	
151	4486	3	0.171	0.229	0.6	0	
152	4492	3	0.599	0.195	0.206	0	
153	4587	3	0	0.764	0.236	0	
154	4650	3	0.222	0.183	0.595	0	
155	4656	3	0	0.322	0.678	0	
156	4705	3	0	0.263	0.737	0	
157	4729	3	0	0.662	0.338	0	
158	4773	3	0.51	0.306	0.184	0	
159	4820	3	0.252	0.436	0.312	0	
160	4848	3	0.346	0.362	0.292	0	
161	4923	3	0	0.364	0.636	0	
162	4950	3	0.556	0.315	0.129	0	
163	4988	3	0.202	0.641	0.157	0	
164	4996	3	0.037	0.15	0.813	0	
165	4997	3	0.2	0.14	0.66	0	
166	5029	3	0.367	0.256	0.377	0	
167	5041	3	0.169	0.639	0.192	0	
168	5189	3	0.419	0.189	0.392	0	
169	5239	3	0.127	0.589	0.284	0	
170	5269	3	0.233	0.135	0.632	0	
171	5293	3	0	0.653	0.347	0	
172	5305	3	0.239	0.535	0.226	0	
173	5317	3	0.073	0.227	0.7	0	
174	5340	3	0.359	0.306	0.335	0	
175	5403	3	0.311	0.23	0.459	0	
176	5443	3	0	0.512	0.488	0	
177	5489	3	0	0.75	0.25	0	
178	5533	3	0.493	0.125	0.382	0	
179	5564	3	0.311	0.238	0.451	0	
180	5588	3	0.338	0.27	0.392	0	
181	5622	3	0	0.658	0.342	0	
182	5623	3	0.291	0.291	0.418	0	
183	5638	3	0	0.76	0.24	0	
184	5646	3	0.237	0.459	0.304	0	
185	5649	3	0.419	0.209	0.372	0	
186	5680	3	0.356	0.376	0.268	0	
187	5692	3	0	0.256	0.744	0	
188	5700	3	0.516	0.221	0.263	0	
189	5705	3	0.176	0.124	0.7	0	
190	5715	3	0	0.349	0.651	0	
191	5720	3	0.332	0.252	0.416	0	
192	5777	3	0	0.636	0.364	0	
193	5820	3	0	0.211	0.789	0	
194	5900	3	0.487	0.277	0.236	0	
195	5915	3	0	0.671	0.329	0	
196	5935	3	0	0.783	0.217	0	
197	5966	3	0	0.389	0.611	0	
198	5996	3	0.504	0.188	0.308	0	
199	6019	3	0.192	0.396	0.412	0	
200	6036	3	0.235	0.584	0.181	0	
201	6070	3	0.461	0.189	0.35	0	
202	6093	3	0.298	0.309	0.393	0	
203	6165	3	0.209	0.669	0.122	0	
204	6168	3	0.279	0.596	0.125	0	
205	6175	3	0.266	0.449	0.285	0	
206	6178	3	0.378	0.528	0.094	0	
207	6186	3	0.464	0.144	0.392	0	
208	6262	3	0.389	0.334	0.277	0	
209	6270	3	0.211	0.592	0.197	0	
210	6290	3	0.142	0.711	0.147	0	
211	6329	3	0.482	0.332	0.186	0	
212	6346	3	0	0.348	0.652	0	
213	6351	3	0	0.744	0.256	0	
214	6365	3	0.216	0.124	0.66	0	
215	6379	3	0.286	0.48	0.234	0	
216	6381	3	0.155	0.374	0.471	0	
217	6393	3	0.381	0.345	0.274	0	
218	6407	3	0.47	0.366	0.164	0	
219	6412	3	0.133	0.204	0.663	0	
220	6446	3	0.181	0.173	0.646	0	
221	6502	3	0.453	0.331	0.216	0	
222	6518	3	0	0.449	0.551	0	
223	6524	3	0.169	0.674	0.157	0	
224	6545	3	0.198	0.186	0.616	0	
225	6701	3	0.198	0.37	0.432	0	
226	6707	3	0.479	0.348	0.173	0	
227	6714	3	0.313	0.203	0.484	0	
228	6715	3	0.393	0.366	0.241	0	
229	6725	3	0.156	0.71	0.134	0	
230	6727	3	0.751	0.249	0	0	
231	6836	3	0.09	0.199	0.711	0	
232	6866	3	0.324	0.385	0.291	0	
233	6936	3	0.153	0.133	0.714	0	
234	6964	3	0.207	0.157	0.636	0	
235	7001	3	0.451	0.422	0.127	0	
236	7023	3	0	0.307	0.693	0	
237	7042	3	0.19	0.16	0.65	0	
238	7058	3	0.169	0.686	0.145	0	
239	7083	3	0.326	0.162	0.512	0	
240	7084	3	0.288	0.244	0.468	0	
241	7096	3	0.212	0.532	0.256	0	
242	7139	3	0.29	0.12	0.59	0	
243	7159	3	0.329	0.205	0.466	0	
244	7164	3	0.5	0.275	0.225	0	
245	7216	3	0.187	0.216	0.597	0	
246	7219	3	0.443	0.221	0.336	0	
247	7222	3	0.433	0.312	0.255	0	
248	7226	3	0.447	0.233	0.32	0	
249	7276	3	0.434	0.304	0.262	0	
250	7355	3	0.405	0.2	0.395	0	
251	7405	3	0	0.118	0.882	0	
252	7410	3	0.303	0.105	0.592	0	
253	7420	3	0	0.756	0.244	0	
254	7438	3	0	0.333	0.667	0	
255	7559	3	0.306	0.173	0.521	0	
256	7623	3	0.292	0.153	0.555	0	
257	7729	3	0.597	0.11	0.293	0	
258	7730	3	0.205	0.658	0.137	0	
259	7733	3	0.518	0.325	0.157	0	
260	7748	3	0.289	0.493	0.218	0	
261	7793	3	0.219	0.659	0.122	0	
262	7800	3	0.496	0.217	0.287	0	
263	7873	3	0.334	0.402	0.264	0	
264	7997	3	0	0.871	0.129	0	
265	8023	3	0.016	0.14	0.844	0	
266	8052	3	0.567	0.158	0.275	0	
267	8063	3	0.329	0.461	0.21	0	
268	8072	3	0.195	0.138	0.667	0	
269	8076	3	0.208	0.568	0.224	0	
270	8122	3	0.404	0.3	0.296	0	
271	8131	3	0.268	0.344	0.388	0	
272	8137	3	0	0.323	0.677	0	
273	8167	3	0	0.393	0.607	0	
274	8229	3	0.149	0.206	0.645	0	
275	8257	3	0.28	0.531	0.189	0	
276	8277	3	0	0.258	0.742	0	
277	8283	3	0.118	0.168	0.714	0	
278	8346	3	0.407	0.375	0.218	0	
279	8362	3	0.38	0.256	0.364	0	
280	8370	3	0.134	0.213	0.653	0	
281	8400	3	0.589	0.246	0.165	0	
282	8415	3	0.103	0.699	0.198	0	
283	8445	3	0.438	0.318	0.244	0	
284	8458	3	0.272	0.159	0.569	0	
285	8460	3	0.21	0.166	0.624	0	
286	8465	3	0.274	0.449	0.277	0	
287	8491	3	0.617	0.268	0.115	0	
288	8496	3	0.178	0.439	0.383	0	
289	8566	3	0.455	0.241	0.304	0	
290	8584	3	0.342	0.196	0.462	0	
291	8828	3	0.495	0.193	0.312	0	
292	8848	3	0.291	0.476	0.233	0	
293	8853	3	0.104	0.23	0.666	0	
294	8911	3	0.431	0.173	0.396	0	
295	8957	3	0.528	0.472	0	0	
296	8958	3	0.148	0.19	0.662	0	
297	8987	3	0.856	0.144	0	0	
298	9019	3	0.367	0.492	0.141	0	
299	9096	3	0.077	0.767	0.156	0	
300	9103	3	0	0.164	0.836	0	
301	9160	3	0.118	0.204	0.678	0	
302	9202	3	0.08	0.312	0.608	0	
303	9205	3	0.258	0.548	0.194	0	
304	9222	3	0	0.259	0.741	0	
305	9255	3	0.333	0.319	0.348	0	
306	9273	3	0.503	0.193	0.304	0	
307	9350	3	0.314	0.448	0.238	0	
308	9394	3	0.864	0.136	0	0	
309	9405	3	0.239	0.652	0.109	0	
310	9444	3	0.539	0.112	0.349	0	
311	9473	3	0.114	0.725	0.161	0	
312	9511	3	0.281	0.464	0.255	0	
313	9537	3	0	0.797	0.203	0	
314	9566	3	0.294	0.366	0.34	0	
315	9609	3	0.194	0.122	0.684	0	
316	9637	3	0	0.325	0.675	0	
317	9692	3	0	0.749	0.251	0	
318	9701	3	0.172	0.157	0.671	0	
319	9703	3	0.312	0.407	0.281	0	
320	9706	3	0.162	0.174	0.664	0	
321	9723	3	0.299	0.444	0.257	0	
322	9729	3	0.097	0.278	0.625	0	
323	9734	3	0.526	0.341	0.133	0	
324	9735	3	0.262	0.517	0.221	0	
325	9738	3	0	0.639	0.361	0	
326	9747	3	0.299	0.153	0.548	0	
327	9773	3	0.514	0.289	0.197	0	
328	9779	3	0.181	0.197	0.622	0	
329	9794	3	0.388	0.252	0.36	0	
330	9795	3	0.24	0.179	0.581	0	
331	9803	3	0.418	0.31	0.272	0	
332	9847	3	0.055	0.812	0.133	0	
333	9925	3	0	0.571	0.376	0.053	
334	9933	3	0.232	0.367	0.401	0	
335	9954	3	0.251	0.374	0.375	0	
336	9955	3	0.279	0.539	0.182	0	
337	9962	3	0.249	0.601	0.15	0	
338	9972	3	0.198	0.595	0.207	0	
