index_no	uid	no_of_states	HH	HL	LH	LL	
67	1127	2	0	0.637	0	0.363	
68	1135	2	0	0.462	0	0.538	
69	1142	2	0	0.668	0.184	0.148	
70	1158	2	0	0.183	0	0.817	
71	1162	2	0	0.214	0	0.786	
72	1167	2	0	0.681	0	0.319	
73	1169	2	0	0.657	0	0.343	
74	1186	2	0	0.614	0	0.386	
75	1201	2	0	0.623	0	0.377	
76	1202	2	0	0.625	0	0.375	
77	1206	2	0	0.477	0	0.523	
78	1229	2	0	0.629	0	0.371	
79	1244	2	0	0.537	0	0.463	
80	1287	2	0	0.708	0	0.292	
81	1304	2	0	0.357	0	0.643	
82	1330	2	0	0.624	0	0.376	
83	1331	2	0	0.673	0	0.327	
84	1335	2	0	0.27	0	0.73	
85	1345	2	0	0.161	0	0.839	
86	1378	2	0	0.581	0	0.419	
87	1389	2	0	0.589	0	0.411	
88	1392	2	0	0.564	0	0.436	
89	1469	2	0	1	0	0	
90	1493	2	0	0.352	0	0.648	
91	1499	2	0	0.659	0	0.341	
92	1517	2	0	0.657	0	0.343	
93	1521	2	0	0.6	0	0.4	
94	1530	2	0	0.656	0	0.344	
95	1558	2	0	0.604	0	0.396	
96	1614	2	0	0.56	0	0.44	
97	1635	2	0	0.372	0	0.628	
98	1650	2	0	0.579	0	0.421	
99	1707	2	0	0.53	0	0.47	
100	1742	2	0	0.202	0	0.798	
101	1743	2	0	0.693	0	0.307	
102	1798	2	0	0.38	0	0.62	
103	1810	2	0	0.604	0	0.396	
104	1856	2	0	0.61	0.175	0.215	
105	1875	2	0	0.554	0.094	0.352	
106	1908	2	0	0.764	0	0.236	
107	1912	2	0	0.58	0	0.42	
108	1913	2	0	0.289	0	0.711	
109	1927	2	0	0.672	0	0.328	
110	1941	2	0	0.535	0	0.465	
111	1975	2	0	0.694	0	0.306	
112	1999	2	0	1	0	0	
113	2027	2	0	0.621	0	0.379	
114	2042	2	0	0.328	0	0.672	
115	2044	2	0	0.436	0.13	0.434	
116	2115	2	0	0.383	0	0.617	
117	2134	2	0	0.37	0	0.63	
118	2146	2	0	0.686	0	0.314	
119	2154	2	0	0.381	0	0.619	
120	2175	2	0	0.706	0	0.294	
121	2232	2	0	0.369	0	0.631	
122	2286	2	0	0.63	0	0.37	
123	2292	2	0	0.447	0	0.553	
124	2347	2	0	0.337	0	0.663	
125	2358	2	0	0.583	0	0.417	
126	2363	2	0	0.877	0.123	0	
127	2370	2	0	0.4	0	0.6	
128	2376	2	0	0.278	0	0.722	
129	2384	2	0	0.39	0	0.61	
130	2386	2	0	0.148	0	0.852	
131	2421	2	0	1	0	0	
132	2441	2	0	0.694	0.132	0.174	
133	2448	2	0	0.581	0	0.419	
134	2481	2	0	0.367	0	0.633	
135	2488	2	0	0.425	0	0.575	
136	2497	2	0	0.361	0	0.639	
137	2548	2	0	0.428	0	0.572	
138	2554	2	0	0.327	0	0.673	
139	2559	2	0	0.633	0	0.367	
140	2562	2	0	0.681	0	0.319	
141	2577	2	0	0.437	0	0.563	
142	2598	2	0	0.407	0	0.593	
143	2647	2	0	0.703	0.153	0.144	
144	2659	2	0	1	0	0	
145	2705	2	0	0.622	0	0.378	
146	2706	2	0	0.678	0	0.322	
147	2723	2	0	0.176	0	0.824	
148	2749	2	0	0.485	0	0.515	
149	2755	2	0	0.541	0	0.459	
150	2760	2	0	0.472	0	0.528	
151	2769	2	0	0.444	0	0.556	
152	2828	2	0	0.813	0.187	0	
153	2848	2	0	0.736	0	0.264	
154	2851	2	0	0.645	0	0.355	
155	2875	2	0	0.384	0	0.616	
156	2885	2	0	0.596	0	0.404	
157	2897	2	0	0.584	0	0.416	
158	2898	2	0	0.606	0	0.394	
159	2927	2	0	0.504	0	0.496	
160	2949	2	0	0.509	0	0.491	
161	2973	2	0	0.296	0	0.704	
162	2989	2	0	0.152	0	0.848	
163	2991	2	0	0.379	0	0.621	
164	3000	2	0	0.721	0	0.279	
165	3017	2	0	0.489	0	0.511	
166	3046	2	0	0.326	0	0.674	
167	3077	2	0	0.351	0	0.649	
168	3102	2	0	0.687	0	0.313	
169	3117	2	0	0.633	0	0.367	
170	3131	2	0	0.309	0	0.691	
171	3162	2	0	0.689	0	0.311	
172	3178	2	0	0.71	0	0.29	
173	3205	2	0	0.644	0	0.356	
174	3207	2	0	0.409	0	0.591	
175	3230	2	0	0.598	0	0.402	
176	3243	2	0	1	0	0	
177	3275	2	0	0.431	0	0.569	
178	3285	2	0	0.119	0	0.881	
179	3293	2	0	0.667	0	0.333	
180	3299	2	0	0.615	0	0.385	
181	3315	2	0	0.166	0	0.834	
182	3333	2	0	0.238	0	0.762	
183	3339	2	0	0.537	0	0.463	
184	3360	2	0	0.181	0	0.819	
185	3376	2	0	0.627	0	0.373	
186	3378	2	0	0.482	0	0.518	
187	3386	2	0	0.166	0	0.834	
188	3408	2	0	0.351	0	0.649	
189	3414	2	0	0.392	0.107	0.501	
190	3425	2	0	0.557	0	0.443	
191	3445	2	0	0.261	0	0.739	
192	3490	2	0	0.317	0	0.683	
193	3499	2	0	1	0	0	
194	3586	2	0	0.731	0.043	0.226	
195	3587	2	0	0.59	0	0.41	
196	3597	2	0	0.214	0	0.786	
197	3598	2	0	0.442	0	0.558	
198	3623	2	0	0.613	0	0.387	
199	3649	2	0	0.36	0	0.64	
200	3669	2	0	0.73	0.069	0.201	
201	3671	2	0	0.732	0.046	0.222	
202	3672	2	0	0.669	0	0.331	
203	3678	2	0	0.647	0.217	0.136	
204	3688	2	0	0.487	0	0.513	
205	3689	2	0	0.365	0	0.635	
206	3739	2	0	0.581	0	0.419	
207	3743	2	0	0.433	0	0.567	
208	3748	2	0	0.51	0	0.49	
209	3756	2	0	0.477	0	0.523	
210	3780	2	0	0.319	0	0.681	
211	3807	2	0	0.648	0	0.352	
212	3820	2	0	0.598	0	0.402	
213	3831	2	0	0.139	0	0.861	
214	3843	2	0	0.364	0.636	0	
215	3886	2	0	0.706	0	0.294	
216	3903	2	0	0.681	0	0.319	
217	3956	2	0	0.387	0	0.613	
218	3966	2	0	0.666	0	0.334	
219	3967	2	0	0.528	0	0.472	
220	4033	2	0	0.637	0	0.363	
221	4034	2	0	0.337	0	0.663	
222	4079	2	0	0.725	0	0.275	
223	4099	2	0	0.634	0	0.366	
224	4127	2	0	0.633	0	0.367	
225	4167	2	0	0.644	0	0.356	
226	4176	2	0	1	0	0	
227	4199	2	0	1	0	0	
228	4202	2	0	0.49	0	0.51	
229	4205	2	0	0.626	0	0.374	
230	4207	2	0	0.167	0.281	0.552	
231	4218	2	0	1	0	0	
232	4242	2	0	0.246	0	0.754	
233	4243	2	0	0.49	0	0.51	
234	4256	2	0	0.555	0.137	0.308	
235	4267	2	0	0.176	0	0.824	
236	4276	2	0	0.484	0.109	0.407	
237	4288	2	0	0.571	0	0.429	
238	4312	2	0	0.369	0	0.631	
239	4320	2	0	0.614	0	0.386	
240	4321	2	0	0.311	0	0.689	
241	4349	2	0	0.317	0	0.683	
242	4354	2	0	0.575	0	0.425	
243	4357	2	0	0.546	0	0.454	
244	4360	2	0	0.529	0	0.471	
245	4367	2	0	0.563	0	0.437	
246	4378	2	0	0.57	0	0.43	
247	4380	2	0	1	0	0	
248	4421	2	0	0.713	0	0.287	
249	4437	2	0	0.649	0	0.351	
250	4450	2	0	0.387	0	0.613	
251	4455	2	0	1	0	0	
252	4505	2	0	0.64	0	0.36	
253	4546	2	0	0.642	0	0.358	
254	4548	2	0	0.41	0	0.59	
255	4554	2	0	0.27	0	0.73	
256	4555	2	0	0.547	0	0.453	
257	4560	2	0	0.406	0	0.594	
258	4581	2	0	0.712	0.075	0.213	
259	4588	2	0	0.346	0.138	0.516	
260	4594	2	0	0.423	0	0.577	
261	4625	2	0	0.624	0	0.376	
262	4631	2	0	0.63	0.165	0.205	
263	4651	2	0	0.449	0	0.551	
264	4660	2	0	0.593	0	0.407	
265	4697	2	0	0.677	0	0.323	
266	4699	2	0	0.161	0	0.839	
267	4715	2	0	0.345	0	0.655	
268	4722	2	0	0.291	0	0.709	
269	4767	2	0	1	0	0	
270	4777	2	0	0.715	0	0.285	
271	4783	2	0	0.286	0	0.714	
272	4792	2	0	0.219	0	0.781	
273	4812	2	0	0.398	0	0.602	
274	4852	2	0	0.544	0	0.456	
275	4883	2	0	0.589	0	0.411	
276	4927	2	0	0.259	0	0.741	
277	4949	2	0	0.703	0	0.297	
278	4961	2	0	0.414	0	0.586	
279	5000	2	0	0.45	0.08	0.47	
280	5012	2	0	0.629	0	0.371	
281	5022	2	0	0.618	0	0.382	
282	5030	2	0	0.609	0	0.391	
283	5034	2	0	0.671	0	0.329	
284	5078	2	0	0.669	0	0.331	
285	5079	2	0	1	0	0	
286	5083	2	0	0.616	0	0.384	
287	5101	2	0	0.693	0	0.307	
288	5107	2	0	0.722	0	0.278	
289	5142	2	0	1	0	0	
290	5152	2	0	0.658	0	0.342	
291	5160	2	0	0.24	0.293	0.467	
292	5163	2	0	0.658	0	0.342	
293	5170	2	0	1	0	0	
294	5204	2	0	0.725	0	0.275	
295	5236	2	0	0.584	0	0.416	
296	5244	2	0	0.703	0	0.297	
297	5274	2	0	0.223	0	0.777	
298	5283	2	0	0.396	0	0.604	
299	5292	2	0	1	0	0	
300	5311	2	0	0.369	0	0.631	
301	5325	2	0	0.437	0.261	0.302	
302	5398	2	0	0.672	0	0.328	
303	5445	2	0	0.623	0	0.377	
304	5456	2	0	0.68	0	0.32	
305	5462	2	0	0.596	0	0.404	
306	5464	2	0	1	0	0	
307	5470	2	0	0.657	0	0.343	
308	5471	2	0	0.379	0	0.621	
309	5496	2	0	0.28	0	0.72	
310	5521	2	0	1	0	0	
311	5530	2	0	0.661	0	0.339	
312	5555	2	0	0.574	0	0.426	
313	5571	2	0	0.564	0	0.436	
314	5586	2	0	0.658	0	0.342	
315	5648	2	0	1	0	0	
316	5657	2	0	0.625	0	0.375	
317	5662	2	0	0.426	0.214	0.36	
318	5672	2	0	0.655	0	0.345	
319	5677	2	0	0.362	0	0.638	
320	5769	2	0	0.505	0.495	0	
321	5816	2	0	0.662	0.137	0.201	
322	5840	2	0	0.433	0	0.567	
323	5885	2	0	0.614	0	0.386	
324	5890	2	0	0.591	0	0.409	
325	5902	2	0	1	0	0	
326	5964	2	0	0.593	0.071	0.336	
327	5968	2	0	0.188	0	0.812	
328	5983	2	0	0.683	0	0.317	
329	5988	2	0	0.534	0	0.466	
330	6038	2	0	0.277	0	0.723	
331	6058	2	0	1	0	0	
332	6061	2	0	0.69	0	0.31	
333	6102	2	0	0.467	0.158	0.375	
334	6114	2	0	0.618	0.184	0.198	
335	6119	2	0	0.337	0	0.663	
336	6121	2	0	0.638	0.172	0.19	
337	6162	2	0	0.668	0	0.332	
338	6172	2	0	0.178	0	0.822	
339	6180	2	0	0.63	0	0.37	
340	6189	2	0	0.558	0	0.442	
341	6191	2	0	0.32	0	0.68	
342	6229	2	0	0.584	0	0.416	
343	6239	2	0	0.414	0	0.586	
344	6240	2	0	0.637	0.085	0.278	
345	6242	2	0	0.459	0.211	0.33	
346	6248	2	0	0.7	0	0.3	
347	6279	2	0	0.5	0	0.5	
348	6286	2	0	0.232	0	0.768	
349	6326	2	0	0.626	0	0.374	
350	6366	2	0	0.333	0	0.667	
351	6372	2	0	0.558	0.096	0.346	
352	6388	2	0	1	0	0	
353	6421	2	0	0.69	0	0.31	
354	6423	2	0	0.704	0	0.296	
355	6432	2	0	0.64	0.226	0.134	
356	6434	2	0	0.637	0	0.363	
357	6436	2	0	0.547	0	0.453	
358	6447	2	0	0.438	0	0.562	
359	6450	2	0	0.373	0	0.627	
360	6476	2	0	0.505	0	0.495	
361	6484	2	0	0.598	0	0.402	
362	6513	2	0	0.373	0	0.627	
363	6514	2	0	0.565	0	0.435	
364	6570	2	0	0.674	0	0.326	
365	6594	2	0	0.611	0	0.389	
366	6630	2	0	0.457	0.212	0.331	
367	6675	2	0	0.374	0	0.626	
368	6696	2	0	0.639	0.083	0.278	
369	6700	2	0	0.579	0	0.421	
370	6717	2	0	0.434	0.248	0.318	
371	6720	2	0	0.246	0	0.754	
372	6721	2	0	0.294	0	0.706	
373	6728	2	0	0.638	0	0.362	
374	6762	2	0	0.402	0	0.598	
375	6771	2	0	0.726	0	0.274	
376	6778	2	0	0.627	0	0.373	
377	6805	2	0	0.649	0	0.351	
378	6827	2	0	0.744	0	0.256	
379	6904	2	0	0.595	0	0.405	
380	6917	2	0	0.61	0.245	0.145	
381	6979	2	0	1	0	0	
382	7000	2	0	0.431	0	0.569	
383	7021	2	0	0.591	0	0.409	
384	7025	2	0	0.186	0	0.814	
385	7039	2	0	0.157	0	0.843	
386	7054	2	0	0.253	0	0.747	
387	7094	2	0	0.549	0	0.451	
388	7112	2	0	0.579	0	0.421	
389	7117	2	0	0.171	0	0.829	
390	7133	2	0	0.721	0.279	0	
391	7171	2	0	0.75	0	0.25	
392	7173	2	0	0.619	0	0.381	
393	7193	2	0	0.493	0	0.507	
394	7194	2	0	0.626	0	0.374	
395	7271	2	0	1	0	0	
396	7278	2	0	0.665	0	0.335	
397	7303	2	0	0.309	0	0.691	
398	7313	2	0	0.774	0.08	0.146	
399	7319	2	0	0.712	0.061	0.227	
400	7325	2	0	0.511	0	0.489	
401	7348	2	0	0.66	0	0.34	
402	7376	2	0	0.695	0	0.305	
403	7403	2	0	0.664	0	0.336	
404	7406	2	0	0.385	0	0.615	
405	7426	2	0	0.36	0	0.64	
406	7475	2	0	0.719	0	0.281	
407	7477	2	0	0.4	0	0.6	
408	7481	2	0	0.648	0	0.352	
409	7514	2	0	0.363	0	0.637	
410	7524	2	0	1	0	0	
411	7528	2	0	0.339	0	0.661	
412	7529	2	0	0.671	0	0.329	
413	7534	2	0	0.591	0	0.409	
414	7540	2	0	0.632	0	0.368	
415	7541	2	0	0.305	0	0.695	
416	7550	2	0	0.354	0	0.646	
417	7564	2	0	0.129	0	0.871	
418	7578	2	0	0.698	0	0.302	
419	7617	2	0	1	0	0	
420	7618	2	0	0.412	0	0.588	
421	7620	2	0	0.717	0	0.283	
422	7630	2	0	1	0	0	
423	7636	2	0	1	0	0	
424	7649	2	0	0.628	0.154	0.218	
425	7667	2	0	0.451	0	0.549	
426	7677	2	0	0.65	0	0.35	
427	7686	2	0	0.282	0	0.718	
428	7688	2	0	0.602	0	0.398	
429	7722	2	0	0.504	0	0.496	
430	7750	2	0	0.417	0	0.583	
431	7751	2	0	0.674	0	0.326	
432	7756	2	0	0.547	0	0.453	
433	7791	2	0	0.191	0	0.809	
434	7825	2	0	0.678	0	0.322	
435	7832	2	0	1	0	0	
436	7838	2	0	0.355	0	0.645	
437	7848	2	0	0.284	0	0.716	
438	7870	2	0	0.578	0	0.422	
439	7876	2	0	0.383	0	0.617	
440	7878	2	0	0.604	0.154	0.242	
441	7879	2	0	0.735	0	0.265	
442	7886	2	0	0.436	0	0.564	
443	7916	2	0	0.623	0	0.377	
444	7922	2	0	0.608	0	0.392	
445	7955	2	0	0.314	0	0.686	
446	7959	2	0	0.344	0	0.656	
447	7973	2	0	0.314	0	0.686	
448	7980	2	0	0.607	0	0.393	
449	7986	2	0	0.644	0	0.356	
450	8015	2	0	0.353	0	0.647	
451	8034	2	0	0.524	0	0.476	
452	8043	2	0	0.408	0.256	0.336	
453	8112	2	0	0.729	0	0.271	
454	8127	2	0	0.607	0	0.393	
455	8138	2	0	0.596	0	0.404	
456	8200	2	0	0.38	0	0.62	
457	8211	2	0	0.334	0	0.666	
458	8213	2	0	1	0	0	
459	8259	2	0	0.513	0	0.487	
460	8260	2	0	0.276	0	0.724	
461	8307	2	0	0.69	0	0.31	
462	8373	2	0	0.66	0	0.34	
463	8378	2	0	0.684	0	0.316	
464	8421	2	0	0.355	0	0.645	
465	8433	2	0	0.482	0	0.518	
466	8459	2	0	0.686	0	0.314	
467	8478	2	0	0.682	0	0.318	
468	8479	2	0	0.479	0	0.521	
469	8480	2	0	0.303	0	0.697	
470	8505	2	0	0.55	0	0.45	
471	8516	2	0	0.702	0	0.298	
472	8540	2	0	0.616	0	0.384	
473	8552	2	0	0.539	0	0.461	
474	8587	2	0	0.407	0	0.593	
475	8588	2	0	1	0	0	
476	8615	2	0	0.561	0.176	0.263	
477	8631	2	0	0.317	0	0.683	
478	8642	2	0	0.719	0.113	0.168	
479	8644	2	0	0.701	0	0.299	
480	8670	2	0	0.431	0	0.569	
481	8708	2	0	0.175	0	0.825	
482	8728	2	0	0.386	0	0.614	
483	8737	2	0	0.718	0.123	0.159	
484	8750	2	0	0.283	0	0.717	
485	8754	2	0	1	0	0	
486	8761	2	0	0.674	0	0.326	
487	8780	2	0	1	0	0	
488	8801	2	0	0.301	0	0.699	
489	8835	2	0	1	0	0	
490	8840	2	0	0.438	0	0.562	
491	8852	2	0	0.455	0	0.545	
492	8867	2	0	0.312	0	0.688	
493	8882	2	0	1	0	0	
494	8896	2	0	0.702	0	0.298	
495	8908	2	0	0.816	0.097	0.087	
496	8923	2	0	0.412	0	0.588	
497	8947	2	0	0.49	0	0.51	
498	8963	2	0	0.38	0	0.62	
499	8988	2	0	1	0	0	
500	8989	2	0	1	0	0	
501	8996	2	0	0.418	0	0.582	
502	9024	2	0	0.322	0	0.678	
503	9026	2	0	0.645	0	0.355	
504	9033	2	0	0.524	0	0.476	
505	9034	2	0	0.566	0	0.434	
506	9039	2	0	0.57	0	0.43	
507	9046	2	0	0.354	0	0.646	
508	9051	2	0	0.339	0	0.661	
509	9056	2	0	0.658	0	0.342	
510	9059	2	0	0.325	0	0.675	
511	9076	2	0	0.649	0.143	0.208	
512	9104	2	0	0.375	0	0.625	
513	9146	2	0	0.68	0	0.32	
514	9154	2	0	0.659	0	0.341	
515	9168	2	0	0.639	0	0.361	
516	9169	2	0	0.646	0	0.354	
517	9201	2	0	0.51	0	0.49	
518	9271	2	0	0.293	0	0.707	
519	9320	2	0	0.295	0	0.705	
520	9351	2	0	0.15	0	0.85	
521	9363	2	0	1	0	0	
522	9387	2	0	0.683	0	0.317	
523	9402	2	0	0.583	0.353	0.064	
524	9431	2	0	0.648	0	0.352	
525	9443	2	0	0.569	0	0.431	
526	9472	2	0	0.633	0	0.367	
527	9480	2	0	1	0	0	
528	9485	2	0	1	0	0	
529	9513	2	0	0.684	0	0.316	
530	9572	2	0	1	0	0	
531	9596	2	0	0.593	0	0.407	
532	9607	2	0	1	0	0	
533	9643	2	0	0.479	0	0.521	
534	9645	2	0	0.647	0.211	0.142	
535	9671	2	0	0.587	0.218	0.195	
536	9676	2	0	0.645	0	0.355	
537	9693	2	0	0.483	0	0.517	
538	9697	2	0	0.543	0	0.457	
539	9702	2	0	1	0	0	
540	9718	2	0	0.661	0	0.339	
541	9724	2	0	0.459	0	0.541	
542	9727	2	0	1	0	0	
543	9748	2	0	0.556	0	0.444	
544	9769	2	0	0.316	0	0.684	
545	9793	2	0	0.669	0.195	0.136	
546	9808	2	0	0.706	0	0.294	
547	9827	2	0	1	0	0	
548	9848	2	0	0.353	0	0.647	
549	9854	2	0	0.552	0	0.448	
550	9880	2	0	0.337	0	0.663	
551	9893	2	0	0.363	0	0.637	
552	9917	2	0	0.396	0	0.604	
553	9941	2	0	0.41	0	0.59	
554	9956	2	0	0.314	0.327	0.359	
555	9961	2	0	0.311	0.314	0.375	
556	9967	2	0	0.658	0	0.342	
557	9970	2	0	0.761	0	0.239	
558	9995	2	0	1	0	0	
