index_no	uid	no_of_states	HH	HL	LH	LL	
107	374	3	0	0.27	0.643	0.087	
108	402	3	0	0.312	0.352	0.336	
109	409	3	0	0.483	0.334	0.183	
110	412	3	0	0.303	0.697	0	
111	415	3	0	0.247	0.587	0.166	
112	420	3	0	0.478	0.113	0.409	
113	430	3	0	0.341	0.591	0.068	
114	431	3	0	0.205	0.731	0.064	
115	433	3	0	0.546	0.312	0.142	
116	445	3	0	0.083	0.794	0.123	
117	453	3	0	0.243	0.402	0.355	
118	454	3	0	0.401	0.532	0.067	
119	456	3	0	0.373	0.482	0.145	
120	459	3	0	0.31	0.353	0.337	
121	466	3	0	0.167	0.673	0.16	
122	473	3	0	0.518	0.222	0.26	
123	477	3	0	0.393	0.424	0.183	
124	487	3	0	0.573	0.359	0.068	
125	489	3	0	0.126	0.427	0.447	
126	495	3	0	0.487	0.34	0.173	
127	497	3	0	0.543	0.216	0.241	
128	507	3	0	0.516	0.377	0.107	
129	509	3	0	0.511	0.397	0.092	
130	511	3	0	0.079	0.636	0.285	
131	516	3	0	0.179	0.348	0.473	
132	521	3	0	0.301	0.489	0.21	
133	525	3	0	0.356	0.644	0	
134	527	3	0	0.668	0.332	0	
135	529	3	0	0.179	0.607	0.214	
136	530	3	0	0.521	0.262	0.217	
137	532	3	0	0.743	0.178	0.079	
138	533	3	0	0.356	0.427	0.217	
139	537	3	0	0.202	0.293	0.505	
140	539	3	0	0.157	0.343	0.5	
141	542	3	0	0.227	0.773	0	
142	543	3	0	0.388	0.385	0.227	
143	550	3	0	0.365	0.635	0	
144	551	3	0	0.695	0.063	0.242	
145	552	3	0	0.28	0.464	0.256	
146	566	3	0	0.198	0.544	0.258	
147	570	3	0	0.331	0.485	0.184	
148	571	3	0	0.332	0.518	0.15	
149	577	3	0	0.307	0.365	0.328	
150	584	3	0	0.382	0.42	0.198	
151	589	3	0	0.461	0.172	0.367	
152	591	3	0	0.728	0.194	0.078	
153	593	3	0	0.511	0.489	0	
154	594	3	0	0.551	0.365	0.084	
155	596	3	0	0.378	0.431	0.191	
156	599	3	0	0.504	0.289	0.207	
157	610	3	0	0.404	0.413	0.183	
158	614	3	0	0.079	0.683	0.238	
159	617	3	0	0.211	0.57	0.219	
160	624	3	0	0.537	0.126	0.337	
161	629	3	0	0.634	0.178	0.188	
162	638	3	0.568	0.432	0	0	
163	640	3	0	0.272	0.411	0.317	
164	647	3	0	0.206	0.642	0.152	
165	651	3	0	0.279	0.333	0.388	
166	652	3	0	0.168	0.716	0.116	
167	653	3	0	0.465	0.466	0.069	
168	656	3	0	0.738	0.12	0.142	
169	657	3	0	0	0.372	0.628	
170	661	3	0	0.578	0.186	0.236	
171	665	3	0	0.308	0.475	0.217	
172	673	3	0	0.585	0.2	0.215	
173	674	3	0	0.428	0.125	0.447	
174	675	3	0	0.623	0.377	0	
175	676	3	0	0.803	0.121	0.076	
176	678	3	0.051	0.515	0.169	0.265	
177	693	3	0	0.549	0.145	0.306	
178	694	3	0	0.511	0.135	0.354	
179	700	3	0	0.59	0.27	0.14	
180	702	3	0.217	0.783	0	0	
181	707	3	0	0.211	0.612	0.177	
182	711	3	0	0.537	0.463	0	
183	715	3	0	0.687	0.221	0.092	
184	716	3	0	0.346	0.303	0.351	
185	718	3	0	0.648	0.173	0.179	
186	719	3	0	0.359	0.311	0.33	
187	725	3	0	0.106	0.773	0.121	
188	735	3	0	0.656	0.071	0.273	
189	736	3	0	0.275	0.625	0.1	
190	746	3	0	0.458	0.275	0.267	
191	749	3	0	0.26	0.554	0.186	
192	759	3	0	0.434	0.286	0.28	
193	760	3	0	0.342	0.299	0.359	
194	772	3	0	0.459	0.359	0.182	
195	773	3	0	0.472	0.432	0.096	
196	777	3	0.061	0.849	0.09	0	
197	779	3	0	0.216	0.261	0.523	
198	783	3	0	0.3	0.32	0.38	
199	803	3	0	0.599	0.322	0.079	
200	810	3	0	0.467	0.342	0.191	
201	816	3	0	0.255	0.529	0.216	
202	817	3	0	0.286	0.376	0.338	
203	819	3	0	0.469	0.304	0.227	
204	820	3	0	0.123	0.594	0.283	
205	823	3	0	0.267	0.509	0.224	
206	831	3	0	0.309	0.541	0.15	
207	838	3	0	0.168	0.642	0.19	
208	841	3	0	0.422	0.465	0.113	
209	848	3	0	0.219	0.71	0.071	
210	849	3	0	0.471	0.429	0.1	
211	850	3	0	0.71	0.29	0	
212	852	3	0	0.665	0.138	0.197	
213	854	3	0	0.484	0.342	0.174	
214	860	3	0	0.123	0.53	0.347	
215	863	3	0	0.446	0.416	0.138	
216	871	3	0	0.352	0.476	0.172	
217	873	3	0	0.32	0.558	0.122	
218	880	3	0	0.637	0.253	0.11	
219	884	3	0	0.61	0.235	0.155	
220	890	3	0	0.339	0.148	0.513	
221	892	3	0	0.13	0.708	0.162	
222	895	3	0	0.465	0.535	0	
223	897	3	0	0.144	0.341	0.515	
224	910	3	0	0.635	0.264	0.101	
225	919	3	0	0.322	0.574	0.104	
226	921	3	0	0.278	0.423	0.299	
227	934	3	0	0.276	0.512	0.212	
228	936	3	0	0.111	0.701	0.188	
229	940	3	0	0.207	0.693	0.1	
230	942	3	0	0.503	0.211	0.286	
231	945	3	0	0.368	0.397	0.235	
232	950	3	0	0.406	0.594	0	
233	951	3	0	0.268	0.198	0.534	
234	952	3	0	0.229	0.668	0.103	
235	954	3	0	0.314	0.522	0.164	
236	957	3	0	0.263	0.568	0.169	
237	961	3	0	0.367	0.633	0	
238	962	3	0	0.251	0.577	0.172	
239	963	3	0	0.34	0.487	0.173	
240	967	3	0	0.27	0.308	0.422	
241	971	3	0	0.413	0.404	0.183	
242	973	3	0	0.191	0.708	0.101	
243	974	3	0	0.444	0.289	0.267	
244	982	3	0	0.34	0.485	0.175	
245	985	3	0	0.196	0.65	0.154	
246	996	3	0	0.377	0.268	0.355	
247	999	3	0	0.425	0.473	0.102	
248	1003	3	0	0.237	0.677	0.086	
249	1007	3	0	0.266	0.557	0.177	
250	1008	3	0	0.388	0.501	0.111	
251	1009	3	0	0.18	0.452	0.368	
252	1012	3	0	0.375	0.238	0.387	
253	1013	3	0	0.309	0.538	0.153	
254	1015	3	0	0.141	0.66	0.199	
255	1016	3	0	0.585	0.415	0	
256	1029	3	0	0.27	0.638	0.092	
257	1032	3	0.382	0.618	0	0	
258	1048	3	0	0.604	0.137	0.259	
259	1049	3	0	0.171	0.653	0.176	
260	1074	3	0	0.224	0.356	0.42	
261	1081	3	0	0.668	0.248	0.084	
262	1084	3	0	0.215	0.387	0.398	
263	1086	3	0	0.3	0.63	0.07	
264	1089	3	0	0.213	0.721	0.066	
265	1101	3	0	0.584	0.416	0	
266	1103	3	0	0.309	0.541	0.15	
267	1107	3	0	0.441	0.348	0.211	
268	1108	3	0	0.695	0.058	0.247	
269	1112	3	0	0.665	0.165	0.17	
270	1121	3	0	0.309	0.477	0.214	
271	1123	3	0	0.479	0.196	0.325	
272	1126	3	0	0.156	0.669	0.175	
273	1129	3	0	0.483	0.427	0.09	
274	1132	3	0	0.531	0.211	0.258	
275	1149	3	0	0.372	0.306	0.322	
276	1151	3	0	0.435	0.249	0.316	
277	1152	3	0	0.319	0.575	0.106	
278	1154	3	0	0.723	0.277	0	
279	1155	3	0	0.517	0.311	0.172	
280	1156	3	0	0.68	0.222	0.098	
281	1161	3	0	0.38	0.335	0.285	
282	1171	3	0	0.69	0.083	0.227	
283	1172	3	0	0.23	0.592	0.178	
284	1177	3	0	0.086	0.657	0.257	
285	1178	3	0	0.08	0.688	0.232	
286	1182	3	0	0.576	0.268	0.156	
287	1185	3	0	0.433	0.253	0.314	
288	1188	3	0	0.275	0.313	0.412	
289	1189	3	0	0.407	0.163	0.43	
290	1190	3	0	0.287	0.601	0.112	
291	1192	3	0	0.197	0.625	0.178	
292	1193	3	0	0.316	0.584	0.1	
293	1198	3	0	0.658	0.179	0.163	
294	1203	3	0	0.449	0.276	0.275	
295	1218	3	0	0.646	0.274	0.08	
296	1221	3	0	0.783	0.099	0.118	
297	1222	3	0	0.303	0.441	0.256	
298	1226	3	0	0.735	0.2	0.065	
299	1231	3	0	0.484	0.308	0.208	
300	1239	3	0	0.43	0.441	0.129	
301	1242	3	0	0.407	0.429	0.164	
302	1247	3	0	0.453	0.458	0.089	
303	1249	3	0	0.627	0.28	0.093	
304	1250	3	0	0.441	0.256	0.303	
305	1258	3	0	0.382	0.381	0.237	
306	1268	3	0	0.414	0.327	0.259	
307	1269	3	0	0.455	0.36	0.185	
308	1278	3	0	0.238	0.446	0.316	
309	1279	3	0	0.194	0.623	0.183	
310	1281	3	0	0.409	0.228	0.363	
311	1282	3	0	0.404	0.502	0.094	
312	1286	3	0	0.16	0.546	0.294	
313	1292	3	0.248	0.752	0	0	
314	1293	3	0	0.351	0.554	0.095	
315	1294	3	0	0.273	0.646	0.081	
316	1302	3	0	0.485	0.133	0.382	
317	1303	3	0	0.295	0.626	0.079	
318	1313	3	0	0.396	0.221	0.383	
319	1322	3	0	0.357	0.363	0.28	
320	1324	3	0	0.415	0.475	0.11	
321	1325	3	0	0.27	0.474	0.256	
322	1326	3	0	0.389	0.243	0.368	
323	1328	3	0	0.41	0.476	0.114	
324	1337	3	0	0.607	0.304	0.089	
325	1341	3	0	0.237	0.457	0.306	
326	1342	3	0	0.422	0.411	0.167	
327	1343	3	0	0.31	0.509	0.181	
328	1344	3	0	0.367	0.482	0.151	
329	1353	3	0	0.368	0.384	0.248	
330	1359	3	0	0.513	0.16	0.327	
331	1361	3	0	0.319	0.577	0.104	
332	1364	3	0	0.229	0.667	0.104	
333	1366	3	0	0.387	0.613	0	
334	1377	3	0	0.379	0.289	0.332	
335	1380	3	0	0.255	0.652	0.093	
336	1382	3	0	0.295	0.615	0.09	
337	1388	3	0	0.695	0.137	0.168	
338	1390	3	0	0.254	0.439	0.307	
339	1393	3	0	0.289	0.542	0.169	
340	1395	3	0	0.184	0.575	0.241	
341	1409	3	0	0.579	0.299	0.122	
342	1416	3	0	0.349	0.494	0.157	
343	1419	3	0	0.542	0.336	0.122	
344	1420	3	0	0.324	0.239	0.437	
345	1426	3	0	0.078	0.406	0.516	
346	1428	3	0	0.557	0.443	0	
347	1430	3	0	0.202	0.599	0.199	
348	1440	3	0	0.308	0.35	0.342	
349	1441	3	0	0.349	0.435	0.216	
350	1445	3	0	0.432	0.396	0.172	
351	1450	3	0	0.103	0.42	0.477	
352	1456	3	0	0.707	0.293	0	
353	1458	3	0	0.401	0.336	0.263	
354	1459	3	0	0.421	0.427	0.152	
355	1460	3	0	0.135	0.362	0.503	
356	1464	3	0	0.397	0.082	0.521	
357	1465	3	0	0.38	0.523	0.097	
358	1466	3	0	0.118	0.463	0.419	
359	1468	3	0	0.292	0.63	0.078	
360	1473	3	0	0.19	0.562	0.248	
361	1474	3	0	0.266	0.649	0.085	
362	1480	3	0	0.26	0.543	0.197	
363	1490	3	0.307	0.693	0	0	
364	1491	3	0	0.593	0.148	0.259	
365	1494	3	0	0.393	0.286	0.321	
366	1495	3	0	0.371	0.489	0.14	
367	1496	3	0	0.639	0.258	0.103	
368	1503	3	0	0.561	0.214	0.225	
369	1504	3	0	0.533	0.286	0.181	
370	1511	3	0	0.364	0.361	0.275	
371	1515	3	0.043	0.333	0.283	0.341	
372	1520	3	0	0.321	0.144	0.535	
373	1522	3	0	0.175	0.644	0.181	
374	1523	3	0	0.601	0.278	0.121	
375	1524	3	0	0.334	0.585	0.081	
376	1527	3	0	0.422	0.3	0.278	
377	1529	3	0	0.477	0.361	0.162	
378	1537	3	0	0.134	0.589	0.277	
379	1543	3	0	0.275	0.307	0.418	
380	1550	3	0	0.753	0.247	0	
381	1556	3	0	0.19	0.361	0.449	
382	1559	3	0	0.319	0.304	0.377	
383	1563	3	0	0.309	0.317	0.374	
384	1564	3	0	0.646	0.354	0	
385	1566	3	0	0.373	0.4	0.227	
386	1571	3	0	0.243	0.549	0.208	
387	1573	3	0	0.271	0.634	0.095	
388	1574	3	0	0.671	0.252	0.077	
389	1576	3	0	0.422	0.211	0.367	
390	1580	3	0	0.27	0.376	0.354	
391	1582	3	0	0.549	0.32	0.131	
392	1588	3	0	0.572	0.428	0	
393	1593	3	0	0.511	0.329	0.16	
394	1595	3	0	0.111	0.574	0.315	
395	1596	3	0	0.266	0.368	0.366	
396	1603	3	0	0.543	0.305	0.152	
397	1606	3	0	0.507	0.293	0.2	
398	1611	3	0	0	0.499	0.501	
399	1613	3	0	0.707	0.131	0.162	
400	1617	3	0	0.336	0.664	0	
401	1618	3	0	0.152	0.654	0.194	
402	1619	3	0	0.728	0.272	0	
403	1621	3	0	0.576	0.424	0	
404	1625	3	0	0.159	0.718	0.123	
405	1626	3	0	0.289	0.319	0.392	
406	1627	3	0	0.436	0.353	0.211	
407	1628	3	0	0.61	0.308	0.082	
408	1633	3	0	0.26	0.329	0.411	
409	1640	3	0	0.555	0.246	0.199	
410	1641	3	0	0.325	0.606	0.069	
411	1644	3	0	0.312	0.262	0.426	
412	1652	3	0	0.356	0.52	0.124	
413	1653	3	0	0.515	0.273	0.212	
414	1656	3	0	0.652	0.131	0.217	
415	1659	3	0	0.114	0.698	0.188	
416	1667	3	0	0.437	0.361	0.202	
417	1668	3	0	0.221	0.634	0.145	
418	1670	3	0	0.687	0.223	0.09	
419	1671	3	0	0.561	0.169	0.27	
420	1678	3	0	0.467	0.259	0.274	
421	1679	3	0	0.597	0.322	0.081	
422	1680	3	0	0.356	0.644	0	
423	1689	3	0	0.322	0.361	0.317	
424	1690	3	0	0.204	0.626	0.17	
425	1695	3	0	0.11	0.36	0.53	
426	1697	3	0	0.27	0.577	0.153	
427	1699	3	0	0.102	0.59	0.308	
428	1700	3	0	0.548	0.15	0.302	
429	1704	3	0	0.215	0.592	0.193	
430	1706	3	0	0.308	0.49	0.202	
431	1712	3	0	0.488	0.33	0.182	
432	1720	3	0	0.171	0.619	0.21	
433	1725	3	0	0.438	0.428	0.134	
434	1726	3	0	0.353	0.288	0.359	
435	1730	3	0	0.169	0.474	0.357	
436	1737	3	0	0.489	0.34	0.171	
437	1750	3	0	0.516	0.325	0.159	
438	1751	3	0	0.359	0.641	0	
439	1752	3	0	0.55	0.217	0.233	
440	1757	3	0	0.631	0.215	0.154	
441	1758	3	0	0.305	0.54	0.155	
442	1759	3	0	0.457	0.26	0.283	
443	1763	3	0.038	0.291	0.356	0.315	
444	1766	3	0	0.225	0.599	0.176	
445	1767	3	0	0.128	0.542	0.33	
446	1770	3	0	0.671	0.172	0.157	
447	1773	3	0	0.42	0.399	0.181	
448	1774	3	0	0.472	0.114	0.414	
449	1784	3	0	0.715	0.219	0.066	
450	1786	3	0	0.27	0.642	0.088	
451	1789	3	0	0.738	0.127	0.135	
452	1793	3	0	0.321	0.143	0.536	
453	1794	3	0	0.294	0.487	0.219	
454	1800	3	0	0.488	0.384	0.128	
455	1801	3	0	0.395	0.4	0.205	
456	1803	3	0	0.413	0.11	0.477	
457	1805	3	0	0.225	0.655	0.12	
458	1806	3	0	0.366	0.439	0.195	
459	1816	3	0	0.287	0.393	0.32	
460	1820	3	0	0.158	0.515	0.327	
461	1828	3	0	0.241	0.676	0.083	
462	1830	3	0	0.469	0.42	0.111	
463	1833	3	0	0.376	0.455	0.169	
464	1834	3	0	0.683	0.214	0.103	
465	1836	3	0	0	0.307	0.693	
466	1837	3	0	0.299	0.446	0.255	
467	1838	3	0	0.355	0.253	0.392	
468	1840	3	0	0.35	0.277	0.373	
469	1845	3	0	0.292	0.441	0.267	
470	1846	3	0	0.344	0.309	0.347	
471	1849	3	0	0.526	0.207	0.267	
472	1850	3	0	0.383	0.416	0.201	
473	1852	3	0	0.194	0.637	0.169	
474	1854	3	0	0.327	0.673	0	
475	1857	3	0	0.337	0.416	0.247	
476	1858	3	0	0.271	0.453	0.276	
477	1866	3	0	0.393	0.27	0.337	
478	1871	3	0	0.474	0.302	0.224	
479	1872	3	0	0.228	0.508	0.264	
480	1877	3	0	0.448	0.386	0.166	
481	1881	3	0	0.272	0.388	0.34	
482	1886	3	0	0.23	0.624	0.146	
483	1889	3	0	0.358	0.426	0.216	
484	1896	3	0	0.345	0.494	0.161	
485	1901	3	0	0.386	0.298	0.316	
486	1905	3	0	0.88	0.12	0	
487	1906	3	0	0.346	0.466	0.188	
488	1911	3	0	0.667	0.223	0.11	
489	1918	3	0	0.3	0.518	0.182	
490	1919	3	0	0.353	0.526	0.121	
491	1922	3	0	0.215	0.568	0.217	
492	1924	3	0	0.471	0.293	0.236	
493	1929	3	0	0.368	0.25	0.382	
494	1931	3	0	0.156	0.647	0.197	
495	1935	3	0	0.735	0.187	0.078	
496	1936	3	0	0.423	0.338	0.239	
497	1942	3	0	0.39	0.299	0.311	
498	1944	3	0	0.67	0.33	0	
499	1946	3	0	0.556	0.245	0.199	
500	1948	3	0	0.361	0.3	0.339	
501	1949	3	0	0.32	0.574	0.106	
502	1954	3	0	0.176	0.658	0.166	
503	1959	3	0	0.648	0.174	0.178	
504	1962	3	0	0.541	0.459	0	
505	1965	3	0	0.354	0.28	0.366	
506	1967	3	0	0.131	0.715	0.154	
507	1969	3	0	0.411	0.173	0.416	
508	1974	3	0	0.393	0.533	0.074	
509	1977	3	0	0.372	0.488	0.14	
510	1980	3	0	0.682	0.139	0.179	
511	1984	3	0	0.065	0.935	0	
512	1987	3	0	0.372	0.361	0.267	
513	1989	3	0	0.705	0.191	0.104	
514	1998	3	0	0.412	0.493	0.095	
515	2000	3	0	0.653	0.088	0.259	
516	2001	3	0	0.711	0.082	0.207	
517	2007	3	0	0.45	0.402	0.148	
518	2008	3	0	0.58	0.183	0.237	
519	2009	3	0	0.617	0.295	0.088	
520	2010	3	0	0.283	0.47	0.247	
521	2014	3	0	0.705	0.128	0.167	
522	2016	3	0	0.367	0.437	0.196	
523	2017	3	0	0.483	0.429	0.088	
524	2018	3	0	0.187	0.542	0.271	
525	2020	3	0	0.266	0.524	0.21	
526	2025	3	0	0.299	0.604	0.097	
527	2029	3	0	0.719	0.206	0.075	
528	2031	3	0	0.279	0.401	0.32	
529	2033	3	0	0.435	0.452	0.113	
530	2041	3	0	0.429	0.363	0.208	
531	2050	3	0	0.232	0.688	0.08	
532	2052	3	0	0.569	0.183	0.248	
533	2053	3	0	0.671	0.329	0	
534	2055	3	0	0.541	0.188	0.271	
535	2060	3	0	0.391	0.267	0.342	
536	2063	3	0	0.246	0.536	0.218	
537	2065	3	0	0.361	0.465	0.174	
538	2066	3	0	0.168	0.529	0.303	
539	2067	3	0	0.373	0.274	0.353	
540	2073	3	0	0.278	0.619	0.103	
541	2075	3	0	0.333	0.207	0.46	
542	2077	3	0	0.366	0.545	0.089	
543	2079	3	0	0.495	0.339	0.166	
544	2082	3	0	0.735	0.188	0.077	
545	2089	3	0	0.249	0.751	0	
546	2090	3	0	0.082	0.675	0.243	
547	2094	3	0	0.255	0.51	0.235	
548	2097	3	0	0.704	0.219	0.077	
549	2103	3	0	0.711	0.126	0.163	
550	2106	3	0	0.687	0.246	0.067	
551	2109	3	0	0.305	0.323	0.372	
552	2124	3	0	0.469	0.237	0.294	
553	2127	3	0	0.524	0.128	0.348	
554	2130	3	0	0.197	0.642	0.161	
555	2135	3	0.499	0.501	0	0	
556	2136	3	0	0.577	0.346	0.077	
557	2147	3	0	0.63	0.228	0.142	
558	2150	3	0.035	0.246	0.541	0.178	
559	2155	3	0	0.681	0.319	0	
560	2163	3	0	0.75	0.11	0.14	
561	2166	3	0	0.349	0.462	0.189	
562	2168	3	0	0.649	0.151	0.2	
563	2169	3	0	0.594	0.18	0.226	
564	2182	3	0	0.611	0.273	0.116	
565	2190	3	0.335	0.665	0	0	
566	2191	3	0	0.723	0.122	0.155	
567	2193	3	0	0.235	0.523	0.242	
568	2200	3	0	0.136	0.681	0.183	
569	2210	3	0	0.41	0.425	0.165	
570	2214	3	0	0.408	0.457	0.135	
571	2217	3	0	0.457	0.332	0.211	
572	2218	3	0	0.424	0.372	0.204	
573	2219	3	0	0.236	0.683	0.081	
574	2223	3	0	0.54	0.352	0.108	
575	2227	3	0	0.239	0.495	0.266	
576	2228	3	0	0.24	0.364	0.396	
577	2231	3	0	0.576	0.316	0.108	
578	2240	3	0	0.254	0.561	0.185	
579	2244	3	0	0.261	0.565	0.174	
580	2245	3	0	0.636	0.282	0.082	
581	2246	3	0	0.632	0.368	0	
582	2248	3	0	0.417	0.378	0.205	
583	2250	3	0	0.489	0.355	0.156	
584	2254	3	0	0.63	0.197	0.173	
585	2256	3	0	0.641	0.359	0	
586	2258	3	0	0.395	0.605	0	
587	2259	3	0	0.3	0.313	0.387	
588	2262	3	0	0.179	0.607	0.214	
589	2264	3	0	0.21	0.728	0.062	
590	2273	3	0.113	0.774	0.113	0	
591	2274	3	0	0.571	0.213	0.216	
592	2276	3	0	0.261	0.351	0.388	
593	2290	3	0	0.42	0.281	0.299	
594	2291	3	0	0.192	0.46	0.348	
595	2302	3	0	0.261	0.528	0.211	
596	2303	3	0	0.262	0.425	0.313	
597	2305	3	0	0.374	0.626	0	
598	2309	3	0	0.237	0.584	0.179	
599	2311	3	0	0.382	0.516	0.102	
600	2316	3	0	0.261	0.535	0.204	
601	2319	3	0	0.497	0.424	0.079	
602	2325	3	0	0.653	0.201	0.146	
603	2330	3	0	0.223	0.541	0.236	
604	2338	3	0	0.372	0.434	0.194	
605	2339	3	0	0.612	0.293	0.095	
606	2342	3	0	0.193	0.524	0.283	
607	2348	3	0	0.231	0.523	0.246	
608	2349	3	0	0.247	0.498	0.255	
609	2360	3	0	0.539	0.271	0.19	
610	2362	3	0	0.697	0.116	0.187	
611	2364	3	0	0.576	0.424	0	
612	2381	3	0	0.519	0.212	0.269	
613	2383	3	0	0.45	0.26	0.29	
614	2387	3	0	0.676	0.239	0.085	
615	2392	3	0	0.364	0.401	0.235	
616	2399	3	0	0.148	0.633	0.219	
617	2402	3	0	0.205	0.484	0.311	
618	2406	3	0	0.304	0.578	0.118	
619	2408	3	0	0.506	0.329	0.165	
620	2411	3	0	0.203	0.797	0	
621	2419	3	0	0.632	0.268	0.1	
622	2424	3	0	0.266	0.658	0.076	
623	2428	3	0	0.347	0.311	0.342	
624	2433	3	0	0.173	0.348	0.479	
625	2436	3	0	0.609	0.296	0.095	
626	2438	3	0	0.251	0.478	0.271	
627	2444	3	0	0.641	0.15	0.209	
628	2446	3	0	0.353	0.299	0.348	
629	2447	3	0	0.496	0.419	0.085	
630	2454	3	0	0.567	0.2	0.233	
631	2455	3	0	0.439	0.439	0.122	
632	2462	3	0	0.661	0.175	0.164	
633	2470	3	0	0.543	0.259	0.198	
634	2475	3	0.128	0.607	0.265	0	
635	2479	3	0	0.197	0.723	0.08	
636	2480	3	0	0.478	0.522	0	
637	2487	3	0	0.538	0.131	0.331	
638	2492	3	0	0.464	0.36	0.176	
639	2493	3	0	0.655	0.254	0.091	
640	2495	3	0	0.147	0.65	0.203	
641	2496	3	0	0.467	0.326	0.207	
642	2501	3	0	0.402	0.434	0.164	
643	2502	3	0	0.642	0.168	0.19	
644	2509	3	0	0.696	0.222	0.082	
645	2513	3	0	0.765	0.235	0	
646	2515	3	0	0.369	0.44	0.191	
647	2517	3	0	0.439	0.309	0.252	
648	2519	3	0	0.522	0.296	0.182	
649	2521	3	0	0.501	0.345	0.154	
650	2528	3	0	0.226	0.572	0.202	
