bifurcation_parameter	HH	HL	LH	LL	
2.57	930	0	0	1	0	
2.57	944	0	0	1	0	
2.57	938	0	0	1	0	
2.57	938	0	0	1	0	
2.57	940	0	0	1	0	
2.57	934	0	0	1	0	
2.58	935	0	0.965775	0.0342246	0	
2.58	920	0	0.966304	0.0336957	0	
2.58	927	0	0.960086	0.0399137	0	
2.58	931	0	0.964554	0.0354458	0	
2.58	929	0	0.961249	0.0387513	0	
2.58	937	0	0.963714	0.036286	0	
2.58	946	0	0.973573	0.0264271	0	
2.58	928	0	0.96444	0.0355603	0	
2.58	928	0	0.965517	0.0344828	0	
2.58	934	0	0.962527	0.0374732	0	
2.59	947	0	0.960929	0.0390707	0	
2.59	926	0	0.964363	0.0356371	0	
2.59	941	0	0.973433	0.0265675	0	
2.59	929	0	0.95479	0.0452099	0	
2.59	956	0	0.967573	0.0324268	0	
2.59	925	0	0.96973	0.0302703	0	
2.59	936	0	0.962607	0.0373932	0	
2.59	947	0	0.955649	0.0443506	0	
2.59	939	0	0.973376	0.0266241	0	
2.59	929	0	0.959096	0.0409042	0	
2.6	931	0	0.976369	0.0236305	0	
2.6	942	0	0.958599	0.0414013	0	
2.6	931	0	0.949517	0.0504834	0	
2.6	955	0	0.960209	0.0397906	0	
2.6	934	0	0.964668	0.0353319	0	
2.6	938	0	0.964819	0.0351812	0	
2.6	940	0	0.967021	0.0329787	0	
2.6	932	0	0.975322	0.0246781	0	
2.6	922	0	0.964208	0.0357918	0	
2.6	931	0	0.968851	0.0311493	0	
2.61	926	0	0.948164	0.0518359	0	
2.61	933	0	0.957128	0.0428725	0	
2.61	950	0	0.966316	0.0336842	0	
2.61	939	0	0.966986	0.0330138	0	
2.61	929	0	0.978471	0.0215285	0	
2.61	933	0	0.965702	0.034298	0	
2.61	936	0	0.970085	0.0299145	0	
2.61	930	0	0.95914	0.0408602	0	
2.61	923	0	0.977248	0.0227519	0	
2.61	939	0	0.969116	0.0308839	0	
2.62	932	0	0.966738	0.0332618	0	
2.62	939	0	0.968051	0.0319489	0	
2.62	935	0	0.974332	0.0256684	0	
2.62	923	0	0.966414	0.0335861	0	
2.62	942	0	0.969214	0.0307856	0	
2.62	933	0	0.966774	0.0332262	0	
2.62	934	0	0.970021	0.0299786	0	
2.62	924	0	0.977273	0.0227273	0	
2.62	924	0	0.981602	0.0183983	0	
2.62	916	0	0.973799	0.0262009	0	
2.63	919	0	0.974973	0.0250272	0	
2.63	949	0	0.982086	0.0179136	0	
2.63	931	0	0.968851	0.0311493	0	
2.63	939	0	0.961661	0.0383387	0	
2.63	926	0	0.976242	0.0237581	0	
2.63	931	0	0.959184	0.0408163	0	
2.63	921	0	0.964169	0.0358306	0	
2.63	922	0	0.976139	0.0238612	0	
2.63	927	0	0.96548	0.03452	0	
2.63	932	0	0.972103	0.027897	0	
2.64	927	0	0.976268	0.0237325	0	
2.64	940	0	0.975532	0.0244681	0	
2.64	947	0	0.971489	0.0285111	0	
2.64	931	0	0.968851	0.0311493	0	
2.64	935	0	0.971123	0.028877	0	
2.64	942	0	0.961783	0.0382166	0	
2.64	930	0	0.964516	0.0354839	0	
2.64	934	0	0.96788	0.0321199	0	
2.64	938	0	0.959488	0.0405117	0	
2.64	932	0	0.965665	0.0343348	0	
2.65	907	0	0.969129	0.030871	0	
2.65	921	0	0.957655	0.0423453	0	
2.65	932	0	0.977468	0.0225322	0	
2.65	921	0	0.959826	0.0401737	0	
2.65	930	0	0.944086	0.055914	0	
2.65	928	0	0.966595	0.0334052	0	
2.65	925	0	0.955676	0.0443243	0	
2.65	926	0	0.953564	0.0464363	0	
2.65	926	0	0.958963	0.0410367	0	
2.65	913	0	0.96057	0.0394304	0	
2.66	902	0	0.972284	0.0277162	0	
2.66	918	0	0.970588	0.0294118	0	
2.66	921	0	0.968512	0.0314875	0	
2.66	901	0	0.975583	0.0244173	0	
2.66	928	0	0.97306	0.0269397	0	
2.66	913	0	0.956188	0.0438116	0	
2.66	913	0	0.967141	0.0328587	0	
2.66	931	0	0.965628	0.0343716	0	
2.66	894	0	0.963087	0.0369128	0	
2.66	913	0	0.963855	0.0361446	0	
2.67	923	0	0.968581	0.0314193	0	
2.67	926	0	0.970842	0.0291577	0	
2.67	916	0	0.972707	0.0272926	0	
2.67	933	0	0.975348	0.0246517	0	
2.67	914	0	0.971554	0.0284464	0	
2.67	939	0	0.972311	0.027689	0	
2.67	932	0	0.979614	0.0203863	0	
2.67	928	0	0.975216	0.0247845	0	
2.67	938	0	0.965885	0.0341151	0	
2.67	932	0	0.976395	0.0236052	0	
2.68	919	0	0.973885	0.0261153	0	
2.68	924	0	0.967532	0.0324675	0	
2.68	929	0	0.976319	0.0236814	0	
2.68	920	0	0.965217	0.0347826	0	
2.68	927	0	0.981661	0.0183387	0	
2.68	941	0	0.967056	0.0329437	0	
2.68	938	0	0.973348	0.0266525	0	
2.68	933	0	0.981779	0.0182208	0	
2.68	939	0	0.969116	0.0308839	0	
2.68	934	0	0.979657	0.0203426	0	
2.69	949	0	0.984194	0.0158061	0	
2.69	930	0	0.967742	0.0322581	0	
2.69	938	0	0.968017	0.0319829	0	
2.69	915	0	0.968306	0.031694	0	
2.69	927	0	0.966559	0.0334412	0	
2.69	944	0	0.96928	0.0307203	0	
2.69	927	0	0.962244	0.0377562	0	
2.69	932	0	0.965665	0.0343348	0	
2.69	938	0	0.979744	0.0202559	0	
2.69	928	0	0.974138	0.0258621	0	
2.7	923	0	0.978332	0.0216685	0	
2.7	935	0	0.97754	0.0224599	0	
2.7	920	0	0.977174	0.0228261	0	
2.7	925	0	0.978378	0.0216216	0	
2.7	936	0	0.979701	0.0202991	0	
2.7	909	0	0.963696	0.0363036	0	
2.7	929	0	0.976319	0.0236814	0	
2.7	925	0	0.976216	0.0237838	0	
2.7	925	0	0.964324	0.0356757	0	
2.7	942	0	0.96603	0.0339703	0	
2.71	929	0	0.976319	0.0236814	0	
2.71	941	0	0.975558	0.0244421	0	
2.71	936	0	0.970085	0.0299145	0	
2.71	927	0	0.973031	0.0269687	0	
2.71	943	0	0.977731	0.0222694	0	
2.71	927	0	0.97411	0.02589	0	
2.71	926	0	0.968683	0.0313175	0	
2.71	928	0	0.976293	0.0237069	0	
2.71	920	0	0.971739	0.0282609	0	
2.71	918	0	0.986928	0.0130719	0	
2.72	935	0	0.973262	0.026738	0	
2.72	941	0	0.969182	0.0308183	0	
2.72	933	0	0.979636	0.0203644	0	
2.72	948	0	0.984177	0.0158228	0	
2.72	932	0	0.974249	0.0257511	0	
2.72	938	0	0.974414	0.0255864	0	
2.72	948	0	0.969409	0.0305907	0	
2.72	942	0	0.974522	0.0254777	0	
2.72	935	0	0.973262	0.026738	0	
2.72	944	0	0.971398	0.0286017	0	
2.73	936	0	0.975427	0.0245726	0	
2.73	931	0	0.978518	0.0214823	0	
2.73	933	0	0.978564	0.0214362	0	
2.73	935	0	0.974332	0.0256684	0	
2.73	908	0	0.96696	0.0330396	0	
2.73	920	0	0.968478	0.0315217	0	
2.73	927	0	0.971953	0.0280475	0	
2.73	926	0	0.980562	0.0194384	0	
2.73	918	0	0.980392	0.0196078	0	
2.73	933	0	0.978564	0.0214362	0	
2.74	944	0	0.96928	0.0307203	0	
2.74	957	0	0.971787	0.0282132	0	
2.74	942	0	0.975584	0.0244161	0	
2.74	930	0	0.972043	0.027957	0	
2.74	943	0	0.977731	0.0222694	0	
2.74	944	0	0.983051	0.0169492	0	
2.74	936	0	0.974359	0.025641	0	
2.74	936	0	0.971154	0.0288462	0	
2.74	934	0	0.974304	0.0256959	0	
2.74	913	0	0.968237	0.0317634	0	
2.75	921	0	0.97177	0.0282302	0	
2.75	914	0	0.971554	0.0284464	0	
2.75	904	0	0.980088	0.0199115	0	
2.75	916	0	0.977074	0.0229258	0	
2.75	920	0	0.979348	0.0206522	0	
2.75	932	0	0.976395	0.0236052	0	
2.75	944	0	0.976695	0.0233051	0	
2.75	938	0	0.978678	0.021322	0	
2.75	926	0	0.977322	0.0226782	0	
2.75	924	0	0.978355	0.021645	0	
2.76	933	0	0.973205	0.0267953	0	
2.76	934	0	0.968951	0.0310493	0	
2.76	927	0	0.970874	0.0291262	0	
2.76	929	0	0.966631	0.0333692	0	
2.76	937	0	0.975454	0.0245464	0	
2.76	923	0	0.976165	0.0238353	0	
2.76	930	0	0.978495	0.0215054	0	
2.76	913	0	0.978094	0.0219058	0	
2.76	919	0	0.986942	0.0130577	0	
2.76	918	0	0.984749	0.0152505	0	
2.77	925	0	0.984865	0.0151351	0	
2.77	920	0	0.990217	0.00978261	0	
2.77	937	0	0.982924	0.0170758	0	
2.77	927	0	0.98274	0.01726	0	
2.77	938	0	0.979744	0.0202559	0	
2.77	933	0	0.97642	0.0235798	0	
2.77	940	0	0.978723	0.0212766	0	
2.77	924	0	0.975108	0.0248918	0	
2.77	928	0	0.977371	0.0226293	0	
2.77	926	0	0.977322	0.0226782	0	
2.78	934	0	0.979657	0.0203426	0	
2.78	918	0	0.979303	0.0206972	0	
2.78	909	0	0.981298	0.0187019	0	
2.78	917	0	0.984733	0.0152672	0	
2.78	916	0	0.985808	0.0141921	0	
2.78	912	0	0.985746	0.0142544	0	
2.78	914	0	0.990153	0.00984683	0	
2.78	926	0	0.980562	0.0194384	0	
2.78	929	0	0.980624	0.0193757	0	
2.78	939	0	0.982961	0.0170394	0	
2.79	941	0	0.98406	0.0159405	0	
2.79	931	0	0.982814	0.0171858	0	
2.79	930	0	0.97957	0.0204301	0	
2.79	939	0	0.982961	0.0170394	0	
2.79	927	0	0.976268	0.0237325	0	
2.79	921	0	0.973941	0.0260586	0	
2.79	925	0	0.981622	0.0183784	0	
2.79	925	0	0.977297	0.0227027	0	
2.79	924	0	0.971861	0.0281385	0	
2.79	915	0	0.984699	0.0153005	0	
2.8	919	0	0.983678	0.0163221	0	
2.8	918	0	0.988017	0.0119826	0	
2.8	921	0	0.988056	0.0119435	0	
2.8	920	0	0.986957	0.0130435	0	
2.8	929	0	0.981701	0.0182992	0	
2.8	933	0	0.981779	0.0182208	0	
2.8	923	0	0.983749	0.0162514	0	
2.8	911	0	0.975851	0.0241493	0	
2.8	920	0	0.981522	0.0184783	0	
2.8	938	0	0.978678	0.021322	0	
2.81	914	0	0.9814	0.0185996	0	
2.81	914	0	0.977024	0.0229759	0	
2.81	919	0	0.98259	0.0174102	0	
2.81	929	0	0.978471	0.0215285	0	
2.81	927	0	0.980583	0.0194175	0	
2.81	918	0	0.978214	0.0217865	0	
2.81	932	0	0.980687	0.0193133	0	
2.81	931	0	0.982814	0.0171858	0	
2.81	924	0	0.975108	0.0248918	0	
2.81	920	0	0.982609	0.0173913	0	
2.82	937	0	0.979723	0.0202775	0	
2.82	922	0	0.977223	0.0227766	0	
2.82	930	0	0.976344	0.0236559	0	
2.82	928	0	0.979526	0.0204741	0	
2.82	944	0	0.981992	0.0180085	0	
2.82	933	0	0.97642	0.0235798	0	
2.82	926	0	0.978402	0.0215983	0	
2.82	924	0	0.982684	0.017316	0	
2.82	912	0	0.985746	0.0142544	0	
2.82	924	0	0.981602	0.0183983	0	
2.83	921	0	0.984799	0.0152009	0	
2.83	917	0	0.985823	0.0141767	0	
2.83	920	0	0.988043	0.0119565	0	
2.83	907	0	0.993385	0.00661521	0	
2.83	924	0	0.987013	0.012987	0	
2.83	928	0	0.989224	0.0107759	0	
2.83	927	0	0.983819	0.0161812	0	
2.83	925	0	0.981622	0.0183784	0	
2.83	944	0	0.974576	0.0254237	0	
2.83	929	0	0.977395	0.022605	0	
2.84	933	0	0.979636	0.0203644	0	
2.84	923	0	0.985915	0.0140845	0	
2.84	935	0	0.987166	0.0128342	0	
2.84	927	0	0.988134	0.0118662	0	
2.84	939	0	0.990415	0.00958466	0	
2.84	922	0	0.983731	0.016269	0	
2.84	936	0	0.987179	0.0128205	0	
2.84	925	0	0.99027	0.00972973	0	
2.84	928	0	0.984914	0.0150862	0	
2.84	933	0	0.986066	0.0139335	0	
2.85	919	0	0.98803	0.0119695	0	
2.85	916	0	0.9869	0.0131004	0	
2.85	922	0	0.990239	0.00976139	0	
2.85	922	0	0.990239	0.00976139	0	
2.85	909	0	0.992299	0.00770077	0	
2.85	923	0	0.983749	0.0162514	0	
2.85	929	0	0.988159	0.0118407	0	
2.85	930	0	0.988172	0.011828	0	
2.85	920	0	0.984783	0.0152174	0	
2.85	918	0	0.985839	0.0141612	0	
2.86	932	0	0.987124	0.0128755	0	
2.86	925	0	0.987027	0.012973	0	
2.86	917	0	0.992366	0.00763359	0	
2.86	923	0	0.991333	0.00866739	0	
2.86	925	0	0.99027	0.00972973	0	
2.86	925	0	0.985946	0.0140541	0	
2.86	932	0	0.983906	0.0160944	0	
2.86	933	0	0.984995	0.0150054	0	
2.86	929	0	0.986006	0.0139935	0	
2.86	926	0	0.985961	0.0140389	0	
2.87	938	0	0.981876	0.0181237	0	
2.87	921	0	0.985885	0.0141151	0	
2.87	909	0	0.992299	0.00770077	0	
2.87	905	0	0.98674	0.0132597	0	
2.87	922	0	0.988069	0.0119306	0	
2.87	927	0	0.983819	0.0161812	0	
2.87	926	0	0.988121	0.011879	0	
2.87	905	0	0.98674	0.0132597	0	
2.87	920	0	0.992391	0.0076087	0	
2.87	915	0	0.991257	0.00874317	0	
2.88	930	0	0.988172	0.011828	0	
2.88	926	0	0.992441	0.0075594	0	
2.88	926	0	0.989201	0.0107991	0	
2.88	935	0	0.983957	0.0160428	0	
2.88	932	0	0.990343	0.00965665	0	
2.88	938	0	0.991471	0.00852878	0	
2.88	935	0	0.987166	0.0128342	0	
2.88	932	0	0.991416	0.00858369	0	
2.88	929	0	0.989236	0.0107643	0	
2.88	947	0	0.98944	0.0105597	0	
2.89	928	0	0.990302	0.00969828	0	
2.89	925	0	0.99027	0.00972973	0	
2.89	929	0	0.992465	0.00753498	0	
2.89	910	0	0.992308	0.00769231	0	
2.89	922	0	0.991323	0.00867679	0	
2.89	934	0	0.987152	0.012848	0	
2.89	932	0	0.982833	0.0171674	0	
2.89	918	0	0.990196	0.00980392	0	
2.89	918	0	0.988017	0.0119826	0	
2.89	924	0	0.981602	0.0183983	0	
2.9	930	0	0.988172	0.011828	0	
2.9	925	0	0.985946	0.0140541	0	
2.9	927	0	0.990291	0.00970874	0	
2.9	920	0	0.991304	0.00869565	0	
2.9	939	0	0.99148	0.0085197	0	
2.9	954	0	0.991614	0.00838574	0	
2.9	941	0	0.992561	0.00743889	0	
2.9	925	0	0.997838	0.00216216	0	
2.9	946	0	0.995772	0.00422833	0	
2.9	931	0	0.994629	0.00537057	0	
2.91	925	0	0.996757	0.00324324	0	
2.91	944	0	0.995763	0.00423729	0	
2.91	933	0	0.994641	0.00535906	0	
2.91	920	0	0.996739	0.00326087	0	
2.91	919	0	0.994559	0.0054407	0	
2.91	929	0	0.992465	0.00753498	0	
2.91	927	0	0.996764	0.00323625	0	
2.91	932	0	0.993562	0.00643777	0	
2.91	936	0	0.995726	0.0042735	0	
2.91	932	0	0.993562	0.00643777	0	
2.92	929	0	0.993541	0.00645856	0	
2.92	931	0	0.990333	0.00966702	0	
2.92	942	0	0.990446	0.00955414	0	
2.92	928	0	0.985991	0.0140086	0	
2.92	918	0	0.992375	0.00762527	0	
2.92	931	0	0.991407	0.00859291	0	
2.92	932	0	0.994635	0.00536481	0	
2.92	931	0	0.993555	0.00644468	0	
2.92	930	0	0.990323	0.00967742	0	
2.92	927	0	0.996764	0.00323625	0	
2.93	914	0	0.995624	0.00437637	0	
2.93	940	0	0.996809	0.00319149	0	
2.93	936	0	0.995726	0.0042735	0	
2.93	912	0	0.994518	0.00548246	0	
2.93	931	0	0.994629	0.00537057	0	
2.93	935	0	0.993583	0.00641711	0	
2.93	936	0	0.995726	0.0042735	0	
2.93	942	0	0.996815	0.00318471	0	
2.93	932	0	0.993562	0.00643777	0	
2.93	922	0	0.992408	0.00759219	0	
2.94	939	0	1	0	0	
2.94	929	0	1	0	0	
2.94	932	0	1	0	0	
2.94	939	0	1	0	0	
2.94	937	0	1	0	0	
2.94	927	0	1	0	0	
2.94	924	0	1	0	0	
2.94	938	0	1	0	0	
2.94	939	0	1	0	0	
2.94	921	0	1	0	0	
2.95	922	0	1	0	0	
2.95	930	0	1	0	0	
2.95	937	0	1	0	0	
2.95	937	0	1	0	0	
2.95	935	0	1	0	0	
2.95	921	0	1	0	0	
2.95	925	0	1	0	0	
2.95	921	0	1	0	0	
2.95	935	0	1	0	0	
2.95	918	0	1	0	0	
2.96	925	0	1	0	0	
2.96	933	0	1	0	0	
2.96	932	0	1	0	0	
2.96	909	0	1	0	0	
2.96	924	0	1	0	0	
2.96	915	0	1	0	0	
2.96	929	0	1	0	0	
2.96	925	0	1	0	0	
2.96	916	0	1	0	0	
2.96	923	0	1	0	0	
2.97	932	0	1	0	0	
2.97	924	0	1	0	0	
2.97	911	0	1	0	0	
2.97	928	0	1	0	0	
2.97	926	0	1	0	0	
2.97	933	0	1	0	0	
2.97	922	0	1	0	0	
2.97	905	0	1	0	0	
2.97	917	0	1	0	0	
2.97	908	0	1	0	0	
2.98	926	0	1	0	0	
2.98	922	0	1	0	0	
2.98	917	0	1	0	0	
2.98	917	0	1	0	0	
2.98	920	0	1	0	0	
2.98	931	0	1	0	0	
2.98	939	0	1	0	0	
2.98	931	0	1	0	0	
2.98	920	0	1	0	0	
2.98	918	0	1	0	0	
2.99	919	0	1	0	0	
2.99	918	0	1	0	0	
2.99	918	0	1	0	0	
2.99	925	0	1	0	0	
2.99	926	0	1	0	0	
2.99	926	0	1	0	0	
2.99	925	0	1	0	0	
2.99	926	0	1	0	0	
2.99	927	0	1	0	0	
2.99	931	0	1	0	0	
3	929	0	1	0	0	
3	916	0	1	0	0	
3	909	0	1	0	0	
3	915	0	1	0	0	
3	929	0	1	0	0	
3	926	0	1	0	0	
3	915	0	1	0	0	
3	917	0	1	0	0	
3	917	0	1	0	0	
3	933	0	1	0	0	
