index_no	uid	no_of_states	HH	HL	LH	LL	
63	2035	3	0.915	0.075	0.01	0	
64	2043	3	0.914	0.086	0	0	
65	2114	3	0.974	0.002	0.024	0	
66	2117	3	0.809	0	0.191	0	
67	2142	3	0.843	0.029	0.128	0	
68	2158	3	0.003	0.437	0.56	0	
69	2174	3	0.863	0.007	0.13	0	
70	2213	3	0	0.231	0.769	0	
71	2216	3	0.829	0.01	0.161	0	
72	2221	3	0.778	0.222	0	0	
73	2315	3	0.799	0.157	0.044	0	
74	2341	3	0.015	0.106	0.879	0	
75	2391	3	0.895	0.105	0	0	
76	2477	3	0.929	0	0.071	0	
77	2503	3	0.978	0	0.022	0	
78	2574	3	0.995	0	0.005	0	
79	2641	3	0.758	0.241	0.001	0	
80	2664	3	0	0.056	0.944	0	
81	2665	3	0.729	0	0.271	0	
82	2675	3	0	0.022	0.978	0	
83	2683	3	0.805	0.042	0.153	0	
84	2751	3	0	0.014	0.986	0	
85	2762	3	0.878	0	0.122	0	
86	2763	3	0.792	0.046	0.162	0	
87	2770	3	0.86	0.015	0.125	0	
88	2812	3	0.724	0.029	0.247	0	
89	2858	3	0	0.959	0.041	0	
90	2878	3	0.955	0.005	0.04	0	
91	2905	3	0.996	0	0.004	0	
92	2940	3	0.16	0.449	0.391	0	
93	2942	3	0	0.023	0.977	0	
94	2951	3	0.089	0	0.911	0	
95	2983	3	0.67	0.202	0.128	0	
96	2988	3	0.939	0.057	0.004	0	
97	3034	3	0.783	0	0.217	0	
98	3040	3	0.643	0.357	0	0	
99	3049	3	0.911	0.089	0	0	
100	3059	3	0.665	0.141	0.194	0	
101	3085	3	0.919	0.017	0.064	0	
102	3099	3	0.876	0	0.124	0	
103	3100	3	0.801	0.198	0.001	0	
104	3133	3	0.788	0.071	0.141	0	
105	3147	3	0	0.992	0.008	0	
106	3181	3	0.884	0.066	0.05	0	
107	3188	3	0.914	0.086	0	0	
108	3199	3	0	0.662	0.338	0	
109	3208	3	0.214	0.033	0.753	0	
110	3236	3	0	0.79	0.21	0	
111	3314	3	0	0	1	0	
112	3332	3	0.98	0	0.02	0	
113	3389	3	0	0.288	0.712	0	
114	3392	3	0.843	0	0.157	0	
115	3400	3	0.985	0.015	0	0	
116	3456	3	0	0.005	0.995	0	
117	3505	3	0.926	0.014	0.06	0	
118	3522	3	0.925	0.006	0.069	0	
119	3564	3	0	0	1	0	
120	3592	3	1	0	0	0	
121	3622	3	0	0.08	0.92	0	
122	3629	3	0.975	0.021	0.004	0	
123	3633	3	0.771	0.215	0.014	0	
124	3703	3	0.998	0.002	0	0	
125	3711	3	0.763	0	0.237	0	
126	3724	3	0	0.997	0.003	0	
127	3727	3	0.272	0.531	0.197	0	
128	3729	3	0.989	0.004	0.007	0	
129	3798	3	0	0.722	0.278	0	
130	3812	3	0.96	0.033	0.007	0	
131	3828	3	0.901	0.076	0.023	0	
132	3873	3	0	0.094	0.906	0	
133	3975	3	0.935	0.065	0	0	
134	3978	3	0.895	0.098	0.007	0	
135	3985	3	0.784	0.191	0.025	0	
136	4120	3	0.955	0.017	0.028	0	
137	4138	3	0	0.053	0.947	0	
138	4143	3	1	0	0	0	
139	4153	3	0.954	0.008	0.038	0	
140	4156	3	0	0	1	0	
141	4180	3	0.794	0.202	0.004	0	
142	4185	3	0.992	0	0.008	0	
143	4191	3	0	0.007	0.993	0	
144	4257	3	0.739	0.04	0.221	0	
145	4295	3	0.825	0.003	0.172	0	
146	4298	3	0.92	0	0.08	0	
147	4409	3	0.998	0.002	0	0	
148	4426	3	0	0.294	0.706	0	
149	4457	3	0.968	0.031	0.001	0	
150	4473	3	0.775	0.037	0.188	0	
151	4486	3	0.692	0.122	0.186	0	
152	4492	3	0.931	0.053	0.016	0	
153	4587	3	0	0.981	0.019	0	
154	4650	3	0.805	0.021	0.174	0	
155	4656	3	0	0.038	0.962	0	
156	4705	3	0	0.003	0.997	0	
157	4729	3	0	0.208	0.792	0	
158	4773	3	0.994	0.003	0.003	0	
159	4820	3	0.166	0.31	0.524	0	
160	4848	3	0.81	0.189	0.001	0	
161	4923	3	0	0.196	0.804	0	
162	4950	3	0.981	0.019	0	0	
163	4988	3	0.836	0.162	0.002	0	
164	4996	3	0.034	0	0.966	0	
165	4997	3	0.793	0.011	0.196	0	
166	5029	3	0.868	0.062	0.07	0	
167	5041	3	0.774	0.218	0.008	0	
168	5189	3	0.957	0.003	0.04	0	
169	5239	3	0.195	0.8	0.005	0	
170	5269	3	0.923	0	0.077	0	
171	5293	3	0	0.179	0.821	0	
172	5305	3	0.467	0.505	0.028	0	
173	5317	3	0.478	0.12	0.402	0	
174	5340	3	0.934	0.049	0.017	0	
175	5403	3	0.85	0.011	0.139	0	
176	5443	3	0	0.113	0.887	0	
177	5489	3	0	0.966	0.034	0	
178	5533	3	0.986	0	0.014	0	
179	5564	3	0.008	0.051	0.941	0	
180	5588	3	0.972	0.025	0.003	0	
181	5622	3	0	0.345	0.655	0	
182	5623	3	0.753	0.228	0.019	0	
183	5638	3	0	1	0	0	
184	5646	3	0.612	0.383	0.005	0	
185	5649	3	0.973	0	0.027	0	
186	5680	3	0.808	0.154	0.038	0	
187	5692	3	0	0.013	0.987	0	
188	5700	3	0.99	0	0.01	0	
189	5705	3	0.72	0	0.28	0	
190	5715	3	0	0.861	0.139	0	
191	5720	3	0.833	0	0.167	0	
192	5777	3	0	0.97	0.03	0	
193	5820	3	0	0.001	0.999	0	
194	5900	3	0.998	0.001	0.001	0	
195	5915	3	0	1	0	0	
196	5935	3	0	0.883	0.117	0	
197	5966	3	0	0.797	0.203	0	
198	5996	3	0.986	0	0.014	0	
199	6019	3	0.544	0.273	0.183	0	
200	6036	3	0.453	0.541	0.006	0	
201	6070	3	0.97	0	0.03	0	
202	6093	3	0.959	0.016	0.025	0	
203	6165	3	0.577	0.422	0.001	0	
204	6168	3	0.914	0.084	0.002	0	
205	6175	3	0.592	0.375	0.033	0	
206	6178	3	0.884	0.116	0	0	
207	6186	3	0.957	0.005	0.038	0	
208	6262	3	0.879	0.121	0	0	
209	6270	3	0.827	0.155	0.018	0	
210	6290	3	0.696	0.304	0	0	
211	6329	3	0.96	0.033	0.007	0	
212	6346	3	0	0.195	0.805	0	
213	6351	3	0	1	0	0	
214	6365	3	0.881	0	0.119	0	
215	6379	3	0.648	0.344	0.008	0	
216	6381	3	0.188	0.694	0.118	0	
217	6393	3	0.935	0.065	0	0	
218	6407	3	0.976	0.024	0	0	
219	6412	3	0.923	0	0.077	0	
220	6446	3	0.726	0.004	0.27	0	
221	6502	3	0.975	0.023	0.002	0	
222	6518	3	0	0.075	0.925	0	
223	6524	3	0.773	0.188	0.039	0	
224	6545	3	0.889	0	0.111	0	
225	6701	3	0.005	0.76	0.235	0	
226	6707	3	0.975	0.025	0	0	
227	6714	3	0.708	0	0.292	0	
228	6715	3	0.981	0.001	0.018	0	
229	6725	3	0.855	0.145	0	0	
230	6727	3	0.946	0.054	0	0	
231	6836	3	0.769	0.004	0.227	0	
232	6866	3	0.865	0.013	0.122	0	
233	6936	3	0.787	0	0.213	0	
234	6964	3	0.774	0.017	0.209	0	
235	7001	3	0.982	0.018	0	0	
236	7023	3	0	0.015	0.985	0	
237	7042	3	0.668	0.025	0.307	0	
238	7058	3	0.61	0.388	0.002	0	
239	7083	3	0.613	0	0.387	0	
240	7084	3	0.9	0.07	0.03	0	
241	7096	3	0.771	0.098	0.131	0	
242	7139	3	0.835	0	0.165	0	
243	7159	3	0.957	0.006	0.037	0	
244	7164	3	0.983	0	0.017	0	
245	7216	3	0.825	0.042	0.133	0	
246	7219	3	0.978	0	0.022	0	
247	7222	3	0.963	0.037	0	0	
248	7226	3	0.95	0.028	0.022	0	
249	7276	3	0.961	0.012	0.027	0	
250	7355	3	0.919	0	0.081	0	
251	7405	3	0	0	1	0	
252	7410	3	0.851	0	0.149	0	
253	7420	3	0	1	0	0	
254	7438	3	0	0.003	0.997	0	
255	7559	3	0.882	0.031	0.087	0	
256	7623	3	0.899	0	0.101	0	
257	7729	3	0.995	0	0.005	0	
258	7730	3	0.755	0.24	0.005	0	
259	7733	3	0.974	0.026	0	0	
260	7748	3	0.683	0.304	0.013	0	
261	7793	3	0.816	0.184	0	0	
262	7800	3	0.999	0	0.001	0	
263	7873	3	0.932	0.059	0.009	0	
264	7997	3	0	1	0	0	
265	8023	3	0.007	0.003	0.99	0	
266	8052	3	0.991	0.003	0.006	0	
267	8063	3	0.937	0.063	0	0	
268	8072	3	0.852	0.001	0.147	0	
269	8076	3	0.839	0.141	0.02	0	
270	8122	3	0.966	0.025	0.009	0	
271	8131	3	0.121	0.027	0.852	0	
272	8137	3	0	0.021	0.979	0	
273	8167	3	0	0.243	0.757	0	
274	8229	3	0.527	0.031	0.442	0	
275	8257	3	0.754	0.243	0.003	0	
276	8277	3	0	0.032	0.968	0	
277	8283	3	0.748	0	0.252	0	
278	8346	3	0.979	0.013	0.008	0	
279	8362	3	0.959	0.031	0.01	0	
280	8370	3	0.824	0.011	0.165	0	
281	8400	3	0.996	0.004	0	0	
282	8415	3	0.71	0.196	0.094	0	
283	8445	3	0.988	0	0.012	0	
284	8458	3	0.79	0.017	0.193	0	
285	8460	3	0.716	0.023	0.261	0	
286	8465	3	0.832	0.061	0.107	0	
287	8491	3	0.997	0.003	0	0	
288	8496	3	0.552	0.411	0.037	0	
289	8566	3	0.98	0.014	0.006	0	
290	8584	3	0.155	0	0.845	0	
291	8828	3	0.997	0	0.003	0	
292	8848	3	0.917	0.018	0.065	0	
293	8853	3	0.687	0.15	0.163	0	
294	8911	3	0.962	0.003	0.035	0	
295	8957	3	0.698	0.302	0	0	
296	8958	3	0.771	0.054	0.175	0	
297	8987	3	1	0	0	0	
298	9019	3	0.877	0.121	0.002	0	
299	9096	3	0.371	0.629	0	0	
300	9103	3	0	0.012	0.988	0	
301	9160	3	0.734	0.051	0.215	0	
302	9202	3	0.41	0.452	0.138	0	
303	9205	3	0.427	0.569	0.004	0	
304	9222	3	0	0.159	0.841	0	
305	9255	3	0.821	0.164	0.015	0	
306	9273	3	0.986	0	0.014	0	
307	9350	3	0.829	0.163	0.008	0	
308	9394	3	1	0	0	0	
309	9405	3	0.839	0.161	0	0	
310	9444	3	0.951	0	0.049	0	
311	9473	3	0.727	0.27	0.003	0	
312	9511	3	0.885	0.1	0.015	0	
313	9537	3	0	0.906	0.094	0	
314	9566	3	0.653	0.042	0.305	0	
315	9609	3	0.824	0	0.176	0	
316	9637	3	0	0.049	0.951	0	
317	9692	3	0	0.992	0.008	0	
318	9701	3	0.752	0.018	0.23	0	
319	9703	3	0.886	0.061	0.053	0	
320	9706	3	0.895	0.002	0.103	0	
321	9723	3	0.64	0.059	0.301	0	
322	9729	3	0.479	0.299	0.222	0	
323	9734	3	0.949	0.037	0.014	0	
324	9735	3	0.618	0.377	0.005	0	
325	9738	3	0	0.19	0.81	0	
326	9747	3	0.873	0.024	0.103	0	
327	9773	3	0.983	0.017	0	0	
328	9779	3	0.791	0.094	0.115	0	
329	9794	3	0.87	0.008	0.122	0	
330	9795	3	0.793	0.031	0.176	0	
331	9803	3	0.987	0.01	0.003	0	
332	9847	3	0.084	0.916	0	0	
333	9925	3	0	0.766	0.234	0	
334	9933	3	0.123	0.778	0.099	0	
335	9954	3	0.167	0.061	0.772	0	
336	9955	3	0.809	0.191	0	0	
337	9962	3	0.831	0.158	0.011	0	
338	9972	3	0.914	0.066	0.02	0	
