index_no	uid	no_of_states	HH	HL	LH	LL	
274	6766	4	0.924	0.039	0.037	0	
275	6793	4	0.814	0.077	0.109	0	
276	6796	4	0.804	0.162	0.034	0	
277	6818	4	0	0	1	0	
278	6822	4	0.937	0.028	0.035	0	
279	6872	4	0.807	0.088	0.105	0	
280	6901	4	0	0.991	0.009	0	
281	6945	4	0	0.149	0.851	0	
282	6956	4	0.922	0.073	0.005	0	
283	6957	4	0.977	0.01	0.013	0	
284	6993	4	0	0.203	0.796	0.001	
285	7050	4	0.968	0.009	0.023	0	
286	7081	4	0.125	0.028	0.847	0	
287	7093	4	0.815	0.161	0.022	0.002	
288	7111	4	0.322	0.179	0.499	0	
289	7155	4	0.794	0.206	0	0	
290	7166	4	0.805	0.012	0.183	0	
291	7190	4	0.769	0.231	0	0	
292	7203	4	0.909	0.012	0.079	0	
293	7215	4	0.853	0.12	0.027	0	
294	7225	4	0.825	0.116	0.059	0	
295	7227	4	0.47	0.308	0.222	0	
296	7239	4	0.011	0.007	0.982	0	
297	7244	4	0.535	0.277	0.181	0.007	
298	7327	4	0.922	0.007	0.071	0	
299	7337	4	0.765	0.091	0.144	0	
300	7365	4	0.594	0.397	0.009	0	
301	7369	4	0.805	0.116	0.073	0.006	
302	7379	4	0.017	0.813	0.17	0	
303	7392	4	0.451	0.463	0.084	0.002	
304	7412	4	0	0	0.988	0.012	
305	7414	4	0.867	0.076	0.057	0	
306	7429	4	0	0.035	0.965	0	
307	7492	4	0.719	0.106	0.175	0	
308	7494	4	0.735	0.2	0.061	0.004	
309	7516	4	0	0	0.979	0.021	
310	7536	4	0.804	0.044	0.152	0	
311	7543	4	0.144	0.205	0.63	0.021	
312	7547	4	0.686	0.106	0.202	0.006	
313	7558	4	0.994	0.004	0.002	0	
314	7575	4	0.815	0.181	0.004	0	
315	7586	4	0.738	0.096	0.166	0	
316	7612	4	0	0.006	0.994	0	
317	7613	4	0	0.493	0.507	0	
318	7626	4	0.992	0	0.008	0	
319	7633	4	0	0.018	0.98	0.002	
320	7647	4	0.749	0.245	0.006	0	
321	7705	4	0	0.343	0.657	0	
322	7761	4	0.745	0.238	0.017	0	
323	7771	4	0.739	0.04	0.221	0	
324	7780	4	0.976	0.005	0.019	0	
325	7803	4	0.86	0	0.14	0	
326	7829	4	0	0.849	0.151	0	
327	7841	4	0	0.393	0.079	0.528	
328	7845	4	0.898	0.016	0.086	0	
329	7851	4	0	0.786	0.214	0	
330	7866	4	0.874	0.087	0.039	0	
331	7888	4	0.816	0	0.184	0	
332	7907	4	0.807	0.079	0.114	0	
333	7909	4	0.304	0.554	0.123	0.019	
334	7913	4	0	0.936	0.064	0	
335	7930	4	0.73	0.033	0.237	0	
336	8077	4	0.827	0.021	0.152	0	
337	8101	4	0	0.155	0.845	0	
338	8110	4	0.603	0.252	0.145	0	
339	8234	4	0.931	0.004	0.065	0	
340	8240	4	0	0	0.239	0.761	
341	8243	4	0.978	0.022	0	0	
342	8256	4	0	0.15	0.85	0	
343	8262	4	0.638	0.193	0.169	0	
344	8264	4	0.345	0.65	0.005	0	
345	8288	4	0.427	0.106	0.467	0	
346	8295	4	0	0.906	0.092	0.002	
347	8336	4	0.603	0.211	0.186	0	
348	8337	4	0.923	0.01	0.067	0	
349	8348	4	0	0.126	0.874	0	
350	8364	4	0	0.877	0.123	0	
351	8379	4	0.352	0.337	0.266	0.045	
352	8388	4	0.713	0.05	0.237	0	
353	8426	4	0.342	0.515	0.143	0	
354	8434	4	0	0.975	0.025	0	
355	8463	4	0.935	0.006	0.059	0	
356	8468	4	0.83	0.129	0.041	0	
357	8493	4	0.805	0.085	0.11	0	
358	8502	4	0.846	0.023	0.131	0	
359	8532	4	0.054	0.089	0.857	0	
360	8620	4	0	0.307	0.693	0	
361	8671	4	0.676	0.215	0.109	0	
362	8673	4	0.672	0.32	0.008	0	
363	8682	4	0.925	0.01	0.065	0	
364	8692	4	0.959	0.022	0.019	0	
365	8710	4	0.467	0.05	0.48	0.003	
366	8739	4	0.31	0.164	0.526	0	
367	8829	4	0	0	0.552	0.448	
368	8843	4	0.751	0.146	0.099	0.004	
369	8915	4	0.534	0.385	0.081	0	
370	9015	4	0.453	0.322	0.208	0.017	
371	9025	4	0.789	0.105	0.106	0	
372	9049	4	0.669	0.231	0.099	0.001	
373	9075	4	0	1	0	0	
374	9077	4	0	0.023	0.974	0.003	
375	9129	4	0.893	0.088	0.019	0	
376	9137	4	0	0.967	0.031	0.002	
377	9142	4	0.967	0.017	0.016	0	
378	9153	4	0.592	0.176	0.232	0	
379	9218	4	0.702	0.298	0	0	
380	9241	4	0.742	0.237	0.021	0	
381	9308	4	0	0.592	0.408	0	
382	9317	4	0.703	0.262	0.035	0	
383	9334	4	0.014	0.877	0.109	0	
384	9336	4	0	0.871	0.129	0	
385	9338	4	0	0.973	0.027	0	
386	9454	4	0.225	0.046	0.729	0	
387	9455	4	0	0.777	0.223	0	
388	9462	4	0.762	0.115	0.122	0.001	
389	9476	4	0.648	0.015	0.337	0	
390	9489	4	0.911	0.04	0.049	0	
391	9526	4	0.684	0.29	0.02	0.006	
392	9530	4	0.519	0	0.481	0	
393	9533	4	0	0.989	0.011	0	
394	9539	4	0	0.94	0.06	0	
395	9574	4	0	0.392	0.057	0.551	
396	9578	4	0.354	0.553	0.088	0.005	
397	9586	4	0.712	0.128	0.158	0.002	
398	9610	4	0.799	0.014	0.187	0	
399	9623	4	0.67	0.145	0.168	0.017	
400	9641	4	0	0.142	0.856	0.002	
401	9642	4	0.502	0.185	0.287	0.026	
402	9691	4	0.785	0.194	0.021	0	
403	9694	4	0.273	0	0.727	0	
404	9698	4	0.373	0.056	0.569	0.002	
405	9708	4	0.903	0.097	0	0	
406	9711	4	0	0.009	0.989	0.002	
407	9810	4	0.839	0.161	0	0	
408	9825	4	0.757	0.06	0.183	0	
409	9850	4	0.901	0.004	0.095	0	
410	9920	4	0.977	0.023	0	0	
411	9940	4	0.908	0.031	0.061	0	
412	9947	4	0.728	0.017	0.255	0	
413	9991	4	0.908	0.05	0.042	0	
