index_no	uid	no_of_states	HH	HL	LH	LL	
314	1293	3	0	0.064	0.936	0	
315	1294	3	0	0.053	0.947	0	
316	1302	3	0	0.429	0.112	0.459	
317	1303	3	0	0.059	0.941	0	
318	1313	3	0	0.219	0.216	0.565	
319	1322	3	0	0.265	0.606	0.129	
320	1324	3	0	0.388	0.599	0.013	
321	1325	3	0	0.196	0.798	0.006	
322	1326	3	0	0.694	0.253	0.053	
323	1328	3	0	0.249	0.709	0.042	
324	1337	3	0	0.924	0.076	0	
325	1341	3	0	0.02	0.893	0.087	
326	1342	3	0	0.902	0.097	0.001	
327	1343	3	0	0.41	0.582	0.008	
328	1344	3	0	0.689	0.297	0.014	
329	1353	3	0	0.179	0.769	0.052	
330	1359	3	0	0.486	0.468	0.046	
331	1361	3	0	0.051	0.949	0	
332	1364	3	0	0.021	0.979	0	
333	1366	3	0	0.029	0.971	0	
334	1377	3	0	0.779	0.195	0.026	
335	1380	3	0	0.034	0.963	0.003	
336	1382	3	0	0.049	0.951	0	
337	1388	3	0	0.98	0.02	0	
338	1390	3	0	0.56	0.261	0.179	
339	1393	3	0	0.267	0.733	0	
340	1395	3	0	0.227	0.56	0.213	
341	1409	3	0	0.835	0.162	0.003	
342	1416	3	0	0.05	0.95	0	
343	1419	3	0	0.827	0.17	0.003	
344	1420	3	0	0.442	0.162	0.396	
345	1426	3	0	0.02	0.902	0.078	
346	1428	3	0	0.781	0.219	0	
347	1430	3	0	0.148	0.773	0.079	
348	1440	3	0	0.652	0.331	0.017	
349	1441	3	0	0.573	0.267	0.16	
350	1445	3	0	0.875	0.122	0.003	
351	1450	3	0	0.067	0.627	0.306	
352	1456	3	0	0.837	0.163	0	
353	1458	3	0	0.259	0.713	0.028	
354	1459	3	0	0.131	0.869	0	
355	1460	3	0	0.087	0.866	0.047	
356	1464	3	0	0.687	0.078	0.235	
357	1465	3	0	0.317	0.678	0.005	
358	1466	3	0	0.246	0.665	0.089	
359	1468	3	0	0.013	0.987	0	
360	1473	3	0	0.048	0.934	0.018	
361	1474	3	0	0.037	0.963	0	
362	1480	3	0	0.157	0.842	0.001	
363	1490	3	0.254	0.746	0	0	
364	1491	3	0	0.942	0.019	0.039	
365	1494	3	0	0.831	0.165	0.004	
366	1495	3	0	0.412	0.585	0.003	
367	1496	3	0	0.971	0.027	0.002	
368	1503	3	0	0.86	0.138	0.002	
369	1504	3	0	0.605	0.393	0.002	
370	1511	3	0	0.168	0.688	0.144	
371	1515	3	0.498	0.279	0.186	0.037	
372	1520	3	0	0.709	0.187	0.104	
373	1522	3	0	0.037	0.963	0	
374	1523	3	0	0.909	0.088	0.003	
375	1524	3	0	0.116	0.884	0	
376	1527	3	0	0.838	0.103	0.059	
377	1529	3	0	0.716	0.282	0.002	
378	1537	3	0	0.15	0.846	0.004	
379	1543	3	0	0.308	0.091	0.601	
380	1550	3	0	0.863	0.137	0	
381	1556	3	0	0.062	0.599	0.339	
382	1559	3	0	0.592	0.308	0.1	
383	1563	3	0	0.7	0.265	0.035	
384	1564	3	0	0.189	0.811	0	
385	1566	3	0	0.556	0.425	0.019	
386	1571	3	0	0.161	0.823	0.016	
387	1573	3	0	0.034	0.943	0.023	
388	1574	3	0	0.981	0.019	0	
389	1576	3	0	0.845	0.005	0.15	
390	1580	3	0	0.306	0.638	0.056	
391	1582	3	0	0.774	0.209	0.017	
392	1588	3	0	0.529	0.471	0	
393	1593	3	0	0.479	0.52	0.001	
394	1595	3	0	0.097	0.858	0.045	
395	1596	3	0	0.187	0.763	0.05	
396	1603	3	0	0.829	0.109	0.062	
397	1606	3	0	0.773	0.043	0.184	
398	1611	3	0	0	0.699	0.301	
399	1613	3	0	0.995	0.005	0	
400	1617	3	0	0.027	0.973	0	
401	1618	3	0	0.021	0.979	0	
402	1619	3	0	0.838	0.162	0	
403	1621	3	0	0.859	0.141	0	
404	1625	3	0	0.003	0.997	0	
405	1626	3	0	0.204	0.578	0.218	
406	1627	3	0	0.861	0.136	0.003	
407	1628	3	0	0.921	0.079	0	
408	1633	3	0	0.195	0.624	0.181	
409	1640	3	0	0.671	0.219	0.11	
410	1641	3	0	0.105	0.895	0	
411	1644	3	0	0.47	0.493	0.037	
412	1652	3	0	0.118	0.836	0.046	
413	1653	3	0	0.292	0.69	0.018	
414	1656	3	0	0.948	0.014	0.038	
415	1659	3	0	0.047	0.953	0	
416	1667	3	0	0.251	0.707	0.042	
417	1668	3	0	0.168	0.832	0	
418	1670	3	0	0.996	0.004	0	
419	1671	3	0	0.791	0.138	0.071	
420	1678	3	0	0.825	0.132	0.043	
421	1679	3	0	0.903	0.097	0	
422	1680	3	0	0.038	0.962	0	
423	1689	3	0	0.176	0.808	0.016	
424	1690	3	0	0.08	0.89	0.03	
425	1695	3	0	0.081	0.794	0.125	
426	1697	3	0	0.129	0.869	0.002	
427	1699	3	0	0.068	0.911	0.021	
428	1700	3	0	0.488	0.381	0.131	
429	1704	3	0	0.107	0.893	0	
430	1706	3	0	0.861	0.136	0.003	
431	1712	3	0	0.761	0.081	0.158	
432	1720	3	0	0.036	0.942	0.022	
433	1725	3	0	0.191	0.809	0	
434	1726	3	0	0.539	0.332	0.129	
435	1730	3	0	0.012	0.596	0.392	
436	1737	3	0	0.236	0.764	0	
437	1750	3	0	0.529	0.466	0.005	
438	1751	3	0	0.053	0.947	0	
439	1752	3	0	0.787	0.066	0.147	
440	1757	3	0	0.943	0.047	0.01	
441	1758	3	0	0.756	0.244	0	
442	1759	3	0	0.49	0.397	0.113	
443	1763	3	0.578	0.168	0.232	0.022	
444	1766	3	0	0.263	0.737	0	
445	1767	3	0	0.168	0.679	0.153	
446	1770	3	0	0.965	0.035	0	
447	1773	3	0	0.797	0.201	0.002	
448	1774	3	0	0.261	0.107	0.632	
449	1784	3	0	0.997	0.003	0	
450	1786	3	0	0.034	0.966	0	
451	1789	3	0	1	0	0	
452	1793	3	0	0.632	0.201	0.167	
453	1794	3	0	0.54	0.459	0.001	
454	1800	3	0	0.706	0.268	0.026	
455	1801	3	0	0.817	0.182	0.001	
456	1803	3	0	0.797	0.143	0.06	
457	1805	3	0	0.007	0.993	0	
458	1806	3	0	0.669	0.327	0.004	
459	1816	3	0	0.496	0.399	0.105	
460	1820	3	0	0.114	0.763	0.123	
461	1828	3	0	0.026	0.974	0	
462	1830	3	0	0.459	0.526	0.015	
463	1833	3	0	0.753	0.247	0	
464	1834	3	0	0.996	0.004	0	
465	1836	3	0	0	0.495	0.505	
466	1837	3	0	0.521	0.41	0.069	
467	1838	3	0	0.546	0.191	0.263	
468	1840	3	0	0.463	0.274	0.263	
469	1845	3	0	0.617	0.338	0.045	
470	1846	3	0	0.228	0.429	0.343	
471	1849	3	0	0.307	0.671	0.022	
472	1850	3	0	0.258	0.425	0.317	
473	1852	3	0	0.038	0.946	0.016	
474	1854	3	0	0.004	0.996	0	
475	1857	3	0	0.537	0.43	0.033	
476	1858	3	0	0.268	0.554	0.178	
477	1866	3	0	0.716	0.259	0.025	
478	1871	3	0	0.409	0.441	0.15	
479	1872	3	0	0.752	0.243	0.005	
480	1877	3	0	0.256	0.738	0.006	
481	1881	3	0	0.122	0.854	0.024	
482	1886	3	0	0.035	0.963	0.002	
483	1889	3	0	0.719	0.176	0.105	
484	1896	3	0	0.657	0.343	0	
485	1901	3	0	0.91	0.081	0.009	
486	1905	3	0	0.949	0.051	0	
487	1906	3	0	0.049	0.946	0.005	
488	1911	3	0	0.98	0.02	0	
489	1918	3	0	0.481	0.5	0.019	
490	1919	3	0	0.367	0.604	0.029	
491	1922	3	0	0.184	0.772	0.044	
492	1924	3	0	0.646	0.246	0.108	
493	1929	3	0	0.593	0.339	0.068	
494	1931	3	0	0.024	0.972	0.004	
495	1935	3	0	0.993	0.007	0	
496	1936	3	0	0.823	0.169	0.008	
497	1942	3	0	0.75	0.236	0.014	
498	1944	3	0	0.808	0.192	0	
499	1946	3	0	0.87	0.116	0.014	
500	1948	3	0	0.661	0.308	0.031	
501	1949	3	0	0.201	0.788	0.011	
502	1954	3	0	0.043	0.957	0	
503	1959	3	0	0.951	0.029	0.02	
504	1962	3	0	0.782	0.218	0	
505	1965	3	0	0.675	0.152	0.173	
506	1967	3	0	0.004	0.996	0	
507	1969	3	0	0.452	0.098	0.45	
508	1974	3	0	0.148	0.852	0	
509	1977	3	0	0.259	0.687	0.054	
510	1980	3	0	0.962	0.035	0.003	
511	1984	3	0	0.003	0.997	0	
512	1987	3	0	0.149	0.133	0.718	
513	1989	3	0	0.991	0.009	0	
514	1998	3	0	0.403	0.597	0	
515	2000	3	0	0.962	0.028	0.01	
516	2001	3	0	0.984	0.016	0	
517	2007	3	0	0.181	0.819	0	
518	2008	3	0	0.96	0.034	0.006	
519	2009	3	0	0.922	0.078	0	
520	2010	3	0	0.37	0.523	0.107	
521	2014	3	0	0.998	0.002	0	
522	2016	3	0	0.129	0.868	0.003	
523	2017	3	0	0.461	0.539	0	
524	2018	3	0	0.159	0.685	0.156	
525	2020	3	0	0.295	0.691	0.014	
526	2025	3	0	0.08	0.92	0	
527	2029	3	0	0.998	0.002	0	
528	2031	3	0	0.055	0.792	0.153	
529	2033	3	0	0.426	0.574	0	
530	2041	3	0	0.252	0.74	0.008	
531	2050	3	0	0.007	0.993	0	
532	2052	3	0	0.786	0.129	0.085	
533	2053	3	0	0.538	0.462	0	
534	2055	3	0	0.826	0.051	0.123	
535	2060	3	0	0.217	0.496	0.287	
536	2063	3	0	0.436	0.504	0.06	
537	2065	3	0	0.82	0.179	0.001	
538	2066	3	0	0.466	0.51	0.024	
539	2067	3	0	0.765	0.203	0.032	
540	2073	3	0	0.033	0.967	0	
541	2075	3	0	0.165	0.092	0.743	
542	2077	3	0	0.049	0.951	0	
543	2079	3	0	0.526	0.424	0.05	
544	2082	3	0	0.999	0.001	0	
545	2089	3	0	0.132	0.868	0	
546	2090	3	0	0.015	0.983	0.002	
547	2094	3	0	0.256	0.724	0.02	
548	2097	3	0	1	0	0	
549	2103	3	0	0.995	0.005	0	
550	2106	3	0	0.998	0.002	0	
551	2109	3	0	0.18	0.446	0.374	
552	2124	3	0	0.707	0.188	0.105	
553	2127	3	0	0.933	0.05	0.017	
554	2130	3	0	0.052	0.948	0	
555	2135	3	0.371	0.629	0	0	
556	2136	3	0	0.9	0.1	0	
557	2147	3	0	0.936	0.064	0	
558	2150	3	0.262	0.3	0.438	0	
559	2155	3	0	0.851	0.149	0	
560	2163	3	0	1	0	0	
561	2166	3	0	0.12	0.879	0.001	
562	2168	3	0	0.978	0.019	0.003	
563	2169	3	0	0.982	0.017	0.001	
564	2182	3	0	0.92	0.075	0.005	
565	2190	3	0.248	0.752	0	0	
566	2191	3	0	0.998	0.002	0	
567	2193	3	0	0.054	0.933	0.013	
568	2200	3	0	0.023	0.975	0.002	
569	2210	3	0	0.162	0.838	0	
570	2214	3	0	0.908	0.092	0	
571	2217	3	0	0.934	0.059	0.007	
572	2218	3	0	0.844	0.156	0	
573	2219	3	0	0.013	0.987	0	
574	2223	3	0	0.819	0.181	0	
575	2227	3	0	0.161	0.694	0.145	
576	2228	3	0	0.102	0.865	0.033	
577	2231	3	0	0.892	0.055	0.053	
578	2240	3	0	0.217	0.689	0.094	
579	2244	3	0	0.308	0.687	0.005	
580	2245	3	0	0.956	0.044	0	
581	2246	3	0	0.4	0.6	0	
582	2248	3	0	0.841	0.152	0.007	
583	2250	3	0	0.159	0.841	0	
584	2254	3	0	0.989	0.011	0	
585	2256	3	0	0.238	0.762	0	
586	2258	3	0	0.159	0.841	0	
587	2259	3	0	0.263	0.53	0.207	
588	2262	3	0	0.036	0.959	0.005	
589	2264	3	0	0	1	0	
590	2273	3	0.104	0.894	0.002	0	
591	2274	3	0	0.888	0.091	0.021	
592	2276	3	0	0.218	0.711	0.071	
593	2290	3	0	0.807	0.056	0.137	
594	2291	3	0	0.051	0.94	0.009	
595	2302	3	0	0.046	0.944	0.01	
596	2303	3	0	0.13	0.838	0.032	
597	2305	3	0	0.42	0.58	0	
598	2309	3	0	0.163	0.836	0.001	
599	2311	3	0	0.152	0.848	0	
600	2316	3	0	0.208	0.761	0.031	
601	2319	3	0	0.931	0.069	0	
602	2325	3	0	0.933	0.067	0	
603	2330	3	0	0.198	0.796	0.006	
604	2338	3	0	0.544	0.385	0.071	
605	2339	3	0	0.947	0.053	0	
606	2342	3	0	0.602	0.343	0.055	
607	2348	3	0	0.063	0.927	0.01	
608	2349	3	0	0.348	0.642	0.01	
609	2360	3	0	0.936	0.048	0.016	
610	2362	3	0	0.967	0.033	0	
611	2364	3	0	0.686	0.314	0	
612	2381	3	0	0.227	0.762	0.011	
613	2383	3	0	0.721	0.258	0.021	
614	2387	3	0	0.988	0.012	0	
615	2392	3	0	0.76	0.203	0.037	
616	2399	3	0	0.033	0.956	0.011	
617	2402	3	0	0.154	0.674	0.172	
618	2406	3	0	0.085	0.915	0	
619	2408	3	0	0.593	0.148	0.259	
620	2411	3	0	0	1	0	
621	2419	3	0	0.958	0.035	0.007	
622	2424	3	0	0.003	0.997	0	
623	2428	3	0	0.633	0.318	0.049	
624	2433	3	0	0.303	0.472	0.225	
625	2436	3	0	0.931	0.069	0	
626	2438	3	0	0.482	0.42	0.098	
627	2444	3	0	0.959	0.034	0.007	
628	2446	3	0	0.629	0.202	0.169	
629	2447	3	0	0.66	0.34	0	
630	2454	3	0	0.933	0.049	0.018	
631	2455	3	0	0.433	0.531	0.036	
632	2462	3	0	0.967	0.033	0	
633	2470	3	0	0.528	0.419	0.053	
634	2475	3	0.001	0.966	0.033	0	
635	2479	3	0	0.005	0.994	0.001	
636	2480	3	0	0.097	0.903	0	
637	2487	3	0	0.783	0.19	0.027	
638	2492	3	0	0.883	0.117	0	
639	2493	3	0	0.962	0.038	0	
640	2495	3	0	0.005	0.995	0	
641	2496	3	0	0.3	0.513	0.187	
642	2501	3	0	0.857	0.141	0.002	
643	2502	3	0	0.966	0.034	0	
644	2509	3	0	0.997	0.003	0	
645	2513	3	0	0.919	0.081	0	
646	2515	3	0	0.114	0.881	0.005	
647	2517	3	0	0.35	0.421	0.229	
648	2519	3	0	0.627	0.36	0.013	
649	2521	3	0	0.248	0.752	0	
650	2528	3	0	0.109	0.869	0.022	
651	2530	3	0	0	0.117	0.883	
652	2533	3	0	0.477	0.523	0	
653	2540	3	0	0.777	0.223	0	
654	2544	3	0	0.223	0.608	0.169	
655	2555	3	0	0.201	0.681	0.118	
656	2563	3	0	0.485	0.515	0	
657	2570	3	0	0.023	0.977	0	
658	2571	3	0	0.864	0.118	0.018	
659	2580	3	0	0.784	0.17	0.046	
660	2583	3	0.106	0.894	0	0	
661	2585	3	0	0.753	0.223	0.024	
662	2589	3	0	0.332	0.617	0.051	
663	2590	3	0	0.988	0.01	0.002	
664	2591	3	0	0.023	0.967	0.01	
665	2592	3	0	0.209	0.754	0.037	
666	2599	3	0.415	0.265	0.312	0.008	
667	2602	3	0	0.72	0.28	0	
668	2606	3	0	0.018	0.982	0	
669	2607	3	0	0.849	0.046	0.105	
670	2610	3	0	0.014	0.985	0.001	
